prompt_version,question_id,n_runs,n_robokop,mean_n_gpt,mean_intersection,mean_jaccard,mean_precision_like,mean_recall_like,mean_f1
v3,Q52,2,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q55,17,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q57,12,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q64,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q66,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q70,11,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q71,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q72,24,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q75,3,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q76,21,2,1.1428571428571428,0.047619047619047616,0.015873015873015872,0.023809523809523808,0.023809523809523808,0.023809523809523808
v3,Q77,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q78,10,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q79,3,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q8,9,5,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q80,2,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q81,19,2,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q82,3,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q83,2,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q84,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q85,7,1,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q87,25,5,1.04,0.84,0.16666666666666669,0.82,0.168,0.2780952380952381
v3,Q88,1,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q89,11,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q9,11,4,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q90,2,3,1.0,0.0,0.0,0.0,0.0,0.0
v3,Q94,1,3,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5
v4,Q1,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q100,7,3,1.0,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.42857142857142855
v4,Q102,19,5,1.0,0.10526315789473684,0.021052631578947368,0.10526315789473684,0.021052631578947368,0.03508771929824562
v4,Q104,13,7,1.0,0.9230769230769231,0.13186813186813187,0.9230769230769231,0.13186813186813187,0.23076923076923078
v4,Q105,25,7,1.0,0.04,0.005714285714285714,0.04,0.005714285714285714,0.01
v4,Q106,13,9,1.0,0.9230769230769231,0.10256410256410256,0.9230769230769231,0.10256410256410256,0.1846153846153846
v4,Q107,20,7,1.0,0.05,0.007142857142857143,0.05,0.007142857142857143,0.0125
v4,Q108,2,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v4,Q109,5,7,1.0,0.4,0.05714285714285714,0.4,0.05714285714285714,0.1
v4,Q110,5,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q111,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q112,23,7,1.0,0.782608695652174,0.11180124223602483,0.782608695652174,0.11180124223602483,0.1956521739130435
v4,Q113,20,8,1.0,0.5,0.0625,0.5,0.0625,0.11111111111111112
v4,Q114,25,7,1.0,0.4,0.057142857142857134,0.4,0.057142857142857134,0.1
v4,Q115,13,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v4,Q116,25,8,1.0,0.96,0.12,0.96,0.12,0.21333333333333332
v4,Q117,14,5,1.0,0.5,0.1,0.5,0.1,0.16666666666666669
v4,Q118,7,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q120,17,9,1.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.19999999999999998
v4,Q123,25,5,1.0,0.52,0.10400000000000001,0.52,0.10400000000000001,0.17333333333333337
v4,Q124,7,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q125,18,5,1.0,0.7222222222222222,0.14444444444444446,0.7222222222222222,0.14444444444444446,0.24074074074074078
v4,Q126,22,5,1.0,0.9545454545454546,0.19090909090909092,0.9545454545454546,0.19090909090909092,0.31818181818181823
v4,Q127,24,7,1.0,0.375,0.05357142857142857,0.375,0.05357142857142857,0.09375
v4,Q128,15,6,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857
v4,Q129,16,8,1.0,0.375,0.046875,0.375,0.046875,0.08333333333333333
v4,Q130,7,8,1.0,0.14285714285714285,0.017857142857142856,0.14285714285714285,0.017857142857142856,0.031746031746031744
v4,Q131,19,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v4,Q132,22,7,1.0,0.18181818181818182,0.025974025974025972,0.18181818181818182,0.025974025974025972,0.045454545454545456
v4,Q133,22,5,1.0,0.18181818181818182,0.03636363636363637,0.18181818181818182,0.03636363636363637,0.060606060606060615
v4,Q134,24,7,1.0,0.20833333333333334,0.029761904761904757,0.20833333333333334,0.029761904761904757,0.052083333333333336
v4,Q135,15,9,1.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.19999999999999998
v4,Q136,16,2,1.0,0.875,0.4375,0.875,0.4375,0.5833333333333333
v4,Q137,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q138,24,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q139,24,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q140,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q141,23,4,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q142,1,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q143,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q144,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q145,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q146,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q15,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q154,25,5,1.0,0.04,0.008,0.04,0.008,0.013333333333333334
v4,Q156,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q157,25,4,1.0,0.92,0.23,0.92,0.23,0.36800000000000005
v4,Q158,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q159,15,5,1.0,0.7333333333333333,0.14666666666666667,0.7333333333333333,0.14666666666666667,0.24444444444444446
v4,Q160,22,7,1.0,0.6363636363636364,0.09090909090909091,0.6363636363636364,0.09090909090909091,0.1590909090909091
v4,Q161,2,7,1.0,1.0,0.14285714285714285,1.0,0.14285714285714285,0.25
v4,Q162,11,10,1.0,0.18181818181818182,0.018181818181818184,0.18181818181818182,0.018181818181818184,0.03305785123966942
v4,Q163,7,7,1.0,0.7142857142857143,0.1020408163265306,0.7142857142857143,0.1020408163265306,0.17857142857142858
v4,Q2,17,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q21,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q22,11,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q25,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q29,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q30,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q32,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q33,16,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q36,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q40,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q44,23,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q48,4,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q50,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q52,23,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q54,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q55,24,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q57,2,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q64,5,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q66,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q67,1,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q71,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q72,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q75,18,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q76,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q77,25,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q78,25,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q79,18,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q8,23,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q80,3,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q81,19,2,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q82,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q83,20,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q84,21,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q85,25,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q87,9,5,1.0,1.0,0.2,1.0,0.2,0.33333333333333337
v4,Q88,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q89,5,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q9,25,4,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q90,25,3,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q92,13,5,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q93,7,5,1.0,0.42857142857142855,0.08571428571428573,0.42857142857142855,0.08571428571428573,0.14285714285714285
v4,Q96,18,8,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q98,7,1,1.0,0.0,0.0,0.0,0.0,0.0
v4,Q99,4,5,1.0,0.0,0.0,0.0,0.0,0.0
