question_id,query_n0,query_n1,edge_id,subject,subject_name,predicate,object,object_name,knowledge_level,agent_type,sources
Q3,NCBIGene:7157,MONDO:0004992,uuid:18c3acd4-198e-11f0-be82-6045bdb3d4c0_e_494,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:1d887dfc-198e-11f0-be82-6045bdb3d4c0_e_495,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:166184b2-198e-11f0-be82-6045bdb3d4c0_e_469,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:1c574bd2-198e-11f0-be82-6045bdb3d4c0_e_410,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:11fe4b34-198e-11f0-be82-6045bdb3d4c0_e_496,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:17929229-198e-11f0-be82-6045bdb3d4c0_e_497,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:16617c53-198e-11f0-be82-6045bdb3d4c0_e_498,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0_e_486,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,uuid:1d88b40c-198e-11f0-be82-6045bdb3d4c0_e_499,NCBIGene:7157,TP53,biolink:has_phenotype,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_126_e_500,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_127_e_501,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_128_e_410,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_129_e_502,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_130_e_424,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_131_e_412,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_132_e_501,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_133_e_463,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_134_e_503,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_135_e_504,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_136_e_448,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_137_e_505,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_138_e_506,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_139_e_507,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_140_e_472,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_141_e_508,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_142_e_509,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_143_e_411,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_144_e_510,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_145_e_435,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_146_e_411,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_147_e_424,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_148_e_511,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_149_e_436,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_150_e_512,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_151_e_513,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_152_e_514,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_153_e_450,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_154_e_515,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_155,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,knowledge_assertion,manual_validation_of_automated_agent,infores:automat-robokop;infores:diseases;infores:pharos
Q3,NCBIGene:7157,MONDO:0004992,e_156_e_516,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_157_e_501,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_158_e_467,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_159_e_437,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_160_e_517,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_161_e_518,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_162_e_519,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_163_e_520,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_164_e_435,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_165_e_521,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_166_e_522,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_167_e_523,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_168_e_447,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_169_e_520,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_170_e_419,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_171_e_467,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_172_e_509,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_173_e_524,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_174_e_525,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_175_e_421,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_176_e_428,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_177_e_526,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_178_e_527,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_179_e_528,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_180_e_528,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_181_e_500,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_182_e_529,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_183_e_489,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_184_e_527,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_185_e_530,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_186_e_472,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_187_e_456,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_188_e_465,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_189_e_472,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_190_e_531,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_191_e_531,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_192_e_450,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_193_e_532,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_194_e_533,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_195_e_534,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_196_e_535,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_197_e_536,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_198_e_537,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_199_e_538,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_200_e_539,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_201_e_540,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_202_e_541,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_203_e_445,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_204_e_530,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_205_e_527,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_206_e_542,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_207_e_422,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_208_e_539,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_209_e_424,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_210_e_432,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_211_e_543,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_212,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,not_provided,not_provided,infores:automat-robokop;infores:disgenet;infores:pharos
Q3,NCBIGene:7157,MONDO:0004992,e_213_e_419,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_214_e_506,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_215_e_544,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_216_e_422,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_217_e_545,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_218_e_546,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_219_e_533,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_220_e_542,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_221_e_524,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_222_e_547,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_223_e_548,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_224_e_529,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_225_e_545,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_226_e_471,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_227_e_468,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_228_e_549,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_229_e_413,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_230_e_550,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_231_e_471,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_232_e_551,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_233_e_421,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_234_e_432,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_235_e_452,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_236_e_420,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_237_e_536,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_238_e_446,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_239_e_447,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_240_e_444,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_241_e_552,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_242_e_526,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_243_e_497,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_244_e_553,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_245_e_503,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_246_e_554,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_247_e_513,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_248_e_472,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_249_e_555,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_250_e_484,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_251_e_449,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_252_e_433,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_253_e_464,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_254_e_556,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_255_e_557,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_256_e_515,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_257_e_530,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_258_e_431,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_259_e_518,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_260_e_558,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
Q3,NCBIGene:7157,MONDO:0004992,e_261_e_487,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,infores:automat-robokop
