question_id,query_n0,query_n1,subject,subject_name,predicate,object,object_name,knowledge_level,agent_type,edge_id
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_130_e_424
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_131_e_412
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_132_e_501
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_133_e_463
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_134_e_503
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_135_e_504
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_136_e_448
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_137_e_505
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_138_e_506
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_139_e_507
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_140_e_472
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_141_e_508
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_142_e_509
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_143_e_411
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_144_e_510
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_145_e_435
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_146_e_411
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_147_e_424
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_148_e_511
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_149_e_436
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_150_e_512
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_151_e_513
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_152_e_514
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_153_e_450
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_154_e_515
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,knowledge_assertion,manual_validation_of_automated_agent,e_155
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_156_e_516
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_157_e_501
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_158_e_467
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_159_e_437
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_160_e_517
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_161_e_518
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_162_e_519
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_163_e_520
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_164_e_435
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_165_e_521
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_166_e_522
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_167_e_523
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_168_e_447
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_169_e_520
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_170_e_419
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_171_e_467
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_172_e_509
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_173_e_524
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_174_e_525
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_175_e_421
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_176_e_428
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_177_e_526
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_178_e_527
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_179_e_528
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_180_e_528
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_181_e_500
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_182_e_529
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_183_e_489
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_184_e_527
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_185_e_530
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_186_e_472
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_187_e_456
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_188_e_465
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_189_e_472
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_190_e_531
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_191_e_531
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_192_e_450
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_193_e_532
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_194_e_533
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_195_e_534
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_196_e_535
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_197_e_536
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_198_e_537
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_199_e_538
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_200_e_539
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_201_e_540
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_202_e_541
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_203_e_445
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_204_e_530
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_205_e_527
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_206_e_542
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_207_e_422
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_208_e_539
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_209_e_424
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_210_e_432
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_211_e_543
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,not_provided,not_provided,e_212
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_213_e_419
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_214_e_506
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_215_e_544
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_216_e_422
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_217_e_545
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_218_e_546
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_219_e_533
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_220_e_542
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_221_e_524
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_222_e_547
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_223_e_548
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_224_e_529
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_225_e_545
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_226_e_471
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_227_e_468
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_228_e_549
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_229_e_413
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_230_e_550
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_231_e_471
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_232_e_551
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_233_e_421
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_234_e_432
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_235_e_452
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_236_e_420
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_237_e_536
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_238_e_446
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_239_e_447
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_240_e_444
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_241_e_552
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_242_e_526
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_243_e_497
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_244_e_553
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_245_e_503
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_246_e_554
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_247_e_513
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_248_e_472
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_249_e_555
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_250_e_484
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_251_e_449
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_252_e_433
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_253_e_464
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_254_e_556
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_255_e_557
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_256_e_515
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_257_e_530
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_258_e_431
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_259_e_518
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_260_e_558
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_261_e_487
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_262_e_452
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_263_e_420
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_264_e_518
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_265_e_559
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_266_e_532
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_267_e_437
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_268_e_560
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_269_e_561
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_270_e_513
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_271_e_430
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_272_e_536
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_273_e_480
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_274_e_427
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_275_e_541
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_276_e_417
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_277_e_562
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_278_e_458
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_279_e_423
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_280_e_529
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_281_e_513
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_282_e_525
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_283_e_533
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_284_e_563
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_285_e_564
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_286_e_436
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_287_e_428
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_288_e_561
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_289_e_445
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_290_e_499
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_291_e_565
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_292_e_566
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_293_e_535
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_294_e_519
Q3,NCBIGene:7157,MONDO:0004992,NCBIGene:7157,TP53,biolink:genetically_associated_with,MONDO:0004992,cancer,logical_entailment,automated_agent,e_295_e_567
