prompt_version,question_id,mean_f1,median_f1,p25_f1,p75_f1,mean_jaccard,median_jaccard,mean_precision,mean_recall,mean_n_pred,mean_n_ref,iqr_f1,zero_f1_rate
v3,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,5.0,0.0,1.0
v3,Q20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,2.0,0.0,1.0
v3,Q22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.0,1.0
v3,Q23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v3,Q25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,4.0,0.0,1.0
v3,Q26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v3,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.0,0.0,1.0
v3,Q31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.0,0.0,1.0
v3,Q33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.0,0.0,1.0
v3,Q34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
v3,Q35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,2.0,0.0,1.0
v3,Q37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
v3,Q40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,0.0,1.0
v3,Q41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.0,1.0
v3,Q45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0
v3,Q47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.0,1.0
v3,Q49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v3,Q5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v3,Q50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v3,Q51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.0,1.0
v3,Q53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,5.0,0.0,1.0
v3,Q56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
v3,Q57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,2.0,0.0,1.0
v3,Q58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v3,Q61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0
v3,Q65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0
v3,Q67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,1.0
v3,Q71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v3,Q72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.0,0.0,1.0
v3,Q73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
v3,Q74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v3,Q75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.0,0.0,1.0
v3,Q76,0.02,0.0,0.0,0.0,0.013333333333333332,0.0,0.02,0.02,0.96,2.0,0.0,0.96
v3,Q77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0
v3,Q78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,1.0
v3,Q79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.0,0.0,1.0
v3,Q8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,5.0,0.0,1.0
v3,Q80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.0,1.0
v3,Q81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.0,0.0,1.0
v3,Q82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.0,0.0,1.0
v3,Q83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,3.0,0.0,1.0
v3,Q84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v3,Q85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.0,0.0,1.0
v3,Q86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q87,0.2780952380952381,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.2,0.82,0.168,1.04,5.0,0.0,0.16
v3,Q88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,0.0,1.0
v3,Q89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.0,0.0,1.0
v3,Q9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,4.0,0.0,1.0
v3,Q90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,3.0,0.0,1.0
v3,Q91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v3,Q92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v3,Q93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v3,Q94,0.02,0.0,0.0,0.0,0.013333333333333332,0.0,0.04,0.013333333333333332,0.04,3.0,0.0,0.96
v3,Q95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v3,Q96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v3,Q97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v3,Q98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v3,Q99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v4,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q100,0.12,0.0,0.0,0.0,0.08,0.0,0.24,0.08,0.28,3.0,0.0,0.76
v4,Q101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v4,Q102,0.02666666666666667,0.0,0.0,0.0,0.016,0.0,0.08,0.016,0.76,5.0,0.0,0.92
v4,Q103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v4,Q104,0.12,0.0,0.0,0.25,0.06857142857142856,0.0,0.48,0.06857142857142856,0.52,7.0,0.25,0.52
v4,Q105,0.01,0.0,0.0,0.0,0.005714285714285714,0.0,0.04,0.005714285714285714,1.0,7.0,0.0,0.96
v4,Q106,0.096,0.0,0.0,0.19999999999999998,0.05333333333333333,0.0,0.48,0.05333333333333333,0.52,9.0,0.19999999999999998,0.52
v4,Q107,0.01,0.0,0.0,0.0,0.005714285714285714,0.0,0.04,0.005714285714285714,0.8,7.0,0.0,0.96
v4,Q108,0.02666666666666667,0.0,0.0,0.0,0.016,0.0,0.08,0.016,0.08,5.0,0.0,0.92
v4,Q109,0.02,0.0,0.0,0.0,0.011428571428571429,0.0,0.08,0.011428571428571429,0.2,7.0,0.0,0.92
v4,Q11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v4,Q110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,1.0
v4,Q111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q112,0.18,0.25,0.0,0.25,0.10285714285714284,0.14285714285714285,0.72,0.10285714285714284,0.92,7.0,0.25,0.28
v4,Q113,0.08888888888888889,0.0,0.0,0.2222222222222222,0.05,0.0,0.4,0.05,0.8,8.0,0.2222222222222222,0.6
v4,Q114,0.1,0.0,0.0,0.25,0.057142857142857134,0.0,0.4,0.057142857142857134,1.0,7.0,0.25,0.6
v4,Q115,0.17333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.10400000000000001,0.2,0.52,0.10400000000000001,0.52,5.0,0.33333333333333337,0.48
v4,Q116,0.21333333333333332,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.12,0.125,0.96,0.12,1.0,8.0,0.0,0.04
v4,Q117,0.09333333333333334,0.0,0.0,0.33333333333333337,0.05600000000000001,0.0,0.28,0.05600000000000001,0.56,5.0,0.33333333333333337,0.72
v4,Q118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.0,0.0,1.0
v4,Q119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v4,Q12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q120,0.136,0.19999999999999998,0.0,0.19999999999999998,0.07555555555555556,0.1111111111111111,0.68,0.07555555555555556,0.68,9.0,0.19999999999999998,0.32
v4,Q121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
v4,Q122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v4,Q123,0.17333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.10400000000000001,0.2,0.52,0.10400000000000001,1.0,5.0,0.33333333333333337,0.48
v4,Q124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.0,0.0,1.0
v4,Q125,0.17333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.10400000000000001,0.2,0.52,0.10400000000000001,0.72,5.0,0.33333333333333337,0.48
v4,Q126,0.28,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.168,0.2,0.84,0.168,0.88,5.0,0.0,0.16
v4,Q127,0.09,0.0,0.0,0.25,0.05142857142857142,0.0,0.36,0.05142857142857142,0.96,7.0,0.25,0.64
v4,Q128,0.17142857142857143,0.2857142857142857,0.0,0.2857142857142857,0.1,0.16666666666666666,0.6,0.1,0.6,6.0,0.2857142857142857,0.4
v4,Q129,0.05333333333333333,0.0,0.0,0.0,0.03,0.0,0.24,0.03,0.64,8.0,0.0,0.76
v4,Q13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q130,0.008888888888888889,0.0,0.0,0.0,0.005,0.0,0.04,0.005,0.28,8.0,0.0,0.96
v4,Q131,0.25333333333333335,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.15200000000000002,0.2,0.76,0.15200000000000002,0.76,5.0,0.0,0.24
v4,Q132,0.04,0.0,0.0,0.0,0.022857142857142857,0.0,0.16,0.022857142857142857,0.88,7.0,0.0,0.84
v4,Q133,0.05333333333333334,0.0,0.0,0.0,0.032,0.0,0.16,0.032,0.88,5.0,0.0,0.84
v4,Q134,0.05,0.0,0.0,0.0,0.028571428571428567,0.0,0.2,0.028571428571428567,0.96,7.0,0.0,0.8
v4,Q135,0.11999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.06666666666666667,0.1111111111111111,0.6,0.06666666666666667,0.6,9.0,0.19999999999999998,0.4
v4,Q136,0.3733333333333333,0.6666666666666666,0.0,0.6666666666666666,0.28,0.5,0.56,0.28,0.64,2.0,0.6666666666666666,0.44
v4,Q137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0
v4,Q138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,2.0,0.0,1.0
v4,Q139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3.0,0.0,1.0
v4,Q14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
v4,Q140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,4.0,0.0,1.0
v4,Q142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,0.0,1.0
v4,Q143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0
v4,Q146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
v4,Q148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v4,Q149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
v4,Q151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
v4,Q154,0.013333333333333334,0.0,0.0,0.0,0.008,0.0,0.04,0.008,1.0,5.0,0.0,0.96
v4,Q155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v4,Q156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0
v4,Q157,0.36800000000000005,0.4,0.4,0.4,0.23,0.25,0.92,0.23,1.0,4.0,0.0,0.08
v4,Q158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0
v4,Q159,0.14666666666666667,0.0,0.0,0.33333333333333337,0.08800000000000001,0.0,0.44,0.08800000000000001,0.6,5.0,0.33333333333333337,0.56
v4,Q16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q160,0.14,0.25,0.0,0.25,0.08,0.14285714285714285,0.56,0.08,0.88,7.0,0.25,0.44
v4,Q161,0.02,0.0,0.0,0.0,0.011428571428571429,0.0,0.08,0.011428571428571429,0.08,7.0,0.0,0.92
v4,Q162,0.014545454545454545,0.0,0.0,0.0,0.008,0.0,0.08,0.008,0.44,10.0,0.0,0.92
v4,Q163,0.05,0.0,0.0,0.0,0.028571428571428567,0.0,0.2,0.028571428571428567,0.28,7.0,0.0,0.8
v4,Q17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,5.0,0.0,1.0
v4,Q20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,1.0
v4,Q23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v4,Q25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0
v4,Q26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v4,Q27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,5.0,0.0,1.0
v4,Q34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
v4,Q35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
v4,Q40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.0,0.0,1.0
v4,Q45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2.0,0.0,1.0
v4,Q49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v4,Q5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
v4,Q50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.0,0.0,1.0
v4,Q53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0
v4,Q55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,5.0,0.0,1.0
v4,Q56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
v4,Q57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.0,1.0
v4,Q58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
v4,Q61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0
v4,Q65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v4,Q66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0
v4,Q67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0
v4,Q68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
v4,Q7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
v4,Q74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
v4,Q75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,3.0,0.0,1.0
v4,Q76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0
v4,Q78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
v4,Q79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,3.0,0.0,1.0
v4,Q8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,5.0,0.0,1.0
v4,Q80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.0,0.0,1.0
v4,Q81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.0,0.0,1.0
v4,Q82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0
v4,Q83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,1.0
v4,Q84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.0,1.0
v4,Q85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
v4,Q86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v4,Q87,0.12000000000000002,0.0,0.0,0.33333333333333337,0.07200000000000001,0.0,0.36,0.07200000000000001,0.36,5.0,0.33333333333333337,0.64
v4,Q88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0
v4,Q89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,1.0
v4,Q9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0
v4,Q90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0
