question_id	subject_text	subject_curie	subject_label	object_text	object_curie	object_label	notes
Q148	Lung adenocarcinoma	MONDO:0005061	lung adenocarcinoma	Erlotinib	CHEBI:49668	erlotinib	SUBJ:DISEASE_MONDO|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=6
Q149	TNF	NCBIGene:7124	TNF	Methotrexate	CHEBI:44185	methotrexate	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=6
Q150	DRD2	NCBIGene:1813	DRD2	Clozapine	CHEBI:3766	clozapine	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=6
Q151	SCN1A	NCBIGene:6323	SCN1A	Valproic acid	CHEBI:39867	valproic acid	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=5
Q152	SCN1A	NCBIGene:6323	SCN1A	Carbamazepine	CHEBI:3387	carbamazepine	SUBJ:GENE_NCBI|OBJ:DRUG_CHEBI|ROBOKOP_EDGES=5
Q153	SNCA	NCBIGene:6622	SNCA	LRRK2	NCBIGene:120892	LRRK2	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q154	PIK3CA	NCBIGene:5290	PIK3CA	MTOR	NCBIGene:2475	MTOR	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=8
Q155	KRAS	NCBIGene:3845	KRAS	BRAF	NCBIGene:673	BRAF	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=9
Q156	BRAF	NCBIGene:673	BRAF	MAPK1	NCBIGene:5594	MAPK1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=9
Q157	IFNG	NCBIGene:3458	IFNG	JAK1	NCBIGene:3716	JAK1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
Q158	HIF1A	NCBIGene:3091	HIF1A	VEGFA	NCBIGene:7422	VEGFA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=8
Q159	ESR1	NCBIGene:2099	ESR1	PIK3CA	NCBIGene:5290	PIK3CA	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
Q160	AR	NCBIGene:367	AR	FOXO1	NCBIGene:2308	FOXO1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q161	PPARG	NCBIGene:5468	PPARG	ADIPOQ	NCBIGene:9370	ADIPOQ	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=5
Q162	LDLR	NCBIGene:3949	LDLR	APOB	NCBIGene:338	APOB	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
Q163	ACE	NCBIGene:1636	ACE	AGTR1	NCBIGene:185	AGTR1	SUBJ:GENE_NCBI|OBJ:GENE_NCBI|ROBOKOP_EDGES=6
