question_id,run_id,subject_curie_in,object_curie_in,answer,predicate,notes,_valid,_invalid_reason,raw_file
Q6,3,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression (pro-apoptotic/autophagy gene) in stress/hypoxia contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run03.txt
Q6,4,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression (transcriptional control in stress/hypoxia contexts).,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run04.txt
Q6,5,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate expression of BNIP3 in contexts like hypoxia/autophagy/apoptosis.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run05.txt
Q6,6,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate expression of BNIP3 in stress/hypoxia-related contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run06.txt
Q6,7,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,"FOXO1 is a transcription factor reported to regulate BNIP3 expression (e.g., under stress/hypoxia/autophagy contexts).",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run07.txt
Q6,8,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in contexts like hypoxia/autophagy/apoptosis.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run08.txt
Q6,9,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,"FOXO1 is a transcription factor reported to regulate BNIP3 expression (apoptosis/autophagy-related gene), implying upstream regulatory relation.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run09.txt
Q6,10,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in contexts of stress/autophagy/apoptosis; plausible regulatory relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run10.txt
Q6,11,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in stress/hypoxia-related pathways.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run11.txt
Q6,12,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in contexts like hypoxia/autophagy/apoptosis.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run12.txt
Q6,13,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in stress/hypoxia/autophagy contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run13.txt
Q6,14,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression (pro-apoptotic/autophagy gene) in cellular stress contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run14.txt
Q6,15,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 gene expression (pro-apoptotic/autophagy pathways).,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run15.txt
Q6,16,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression in stress/autophagy-related contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run16.txt
Q6,17,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,"FOXO1 is a transcription factor reported to regulate BNIP3 expression (e.g., under hypoxia/autophagy contexts).",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run17.txt
Q6,18,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,"FOXO1 is a transcription factor reported to regulate BNIP3 expression (e.g., under stress/hypoxia/autophagy contexts).",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run18.txt
Q6,19,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression (pro-apoptotic/autophagy gene) in cellular stress contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run19.txt
Q6,20,NCBIGene:2308,NCBIGene:664,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate BNIP3 expression (pro-apoptotic/autophagy gene) in stress/hypoxia contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q6_run20.txt
Q7,1,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in stress/ROS response contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run01.txt
Q7,2,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run02.txt
Q7,3,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in oxidative stress/FOXO pathways.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run03.txt
Q7,4,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate expression of antioxidant genes including SOD2 in stress/ROS-related pathways.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run04.txt
Q7,5,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in oxidative stress contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run05.txt
Q7,6,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor implicated in regulating antioxidant genes; SOD2 reported as a downstream target in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run06.txt
Q7,7,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in some contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run07.txt
Q7,8,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run08.txt
Q7,9,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor implicated in regulation of oxidative stress response genes; SOD2 reported as a FOXO target in some contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run09.txt
Q7,10,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in stress/ROS response contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run10.txt
Q7,11,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor implicated in regulating antioxidant genes; SOD2 reported as a FOXO target in oxidative stress contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run11.txt
Q7,12,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run12.txt
Q7,13,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,"FOXO1 is a transcription factor reported to modulate antioxidant gene expression including SOD2 in stress/FOXO pathways, consistent with regulatory relation.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run13.txt
Q7,14,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2; plausible regulatory relationship.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run14.txt
Q7,15,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run15.txt
Q7,16,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 in oxidative stress/apoptosis contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run16.txt
Q7,17,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor implicated in regulating oxidative stress response genes; SOD2 reported as a FOXO target in some contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run17.txt
Q7,18,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run18.txt
Q7,19,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 expression in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run19.txt
Q7,20,NCBIGene:2308,NCBIGene:6648,YES,biolink:regulates,FOXO1 is a transcription factor reported to regulate antioxidant genes including SOD2 in oxidative stress/FOXO signaling contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q7_run20.txt
Q8,1,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 pathway-related gene expression; plausible FOXO1->IGF1 regulatory relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run01.txt
Q8,2,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 pathway-related gene expression; plausible regulatory relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run02.txt
Q8,3,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,"FOXO1 is a key transcription factor in insulin/IGF signaling; IGF1/PI3K-AKT pathway regulates FOXO1 activity, indicating a biological association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run03.txt
Q8,4,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,"FOXO1 is a transcription factor downstream of insulin/IGF signaling and can regulate IGF1 expression in some contexts (e.g., liver/metabolic regulation).",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run04.txt
Q8,5,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 expression in certain contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run05.txt
Q8,6,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 pathway components; plausible regulatory relation FOXO1-IGF1.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run06.txt
Q8,7,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 expression in metabolic contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run07.txt
Q8,8,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 expression in some contexts; plausible gene-gene regulatory relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run08.txt
Q8,9,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,"FOXO1 is a downstream effector of insulin/IGF signaling; IGF1 pathway regulates FOXO1 activity and FOXO1 can influence IGF axis genes, so plausible association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run09.txt
Q8,10,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,FOXO1 is a downstream effector of insulin/IGF signaling and can influence IGF1 pathway; plausible gene-gene association.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run10.txt
Q8,11,NCBIGene:2308,NCBIGene:3479,YES,biolink:related_to,FOXO1 is a transcription factor in insulin/IGF signaling; IGF1-AKT signaling regulates FOXO1 activity. Plausible functional relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run11.txt
Q8,12,NCBIGene:2308,NCBIGene:3479,YES,biolink:acts_upstream_of,"FOXO1 is a transcription factor that can regulate IGF1 gene expression in some contexts, so a plausible upstream regulatory relation exists.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run12.txt
Q8,13,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,FOXO1 is a downstream transcription factor in insulin/IGF signaling; IGF1 signaling modulates FOXO1 activity (AKT phosphorylation). Plausible gene-gene association.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run13.txt
Q8,14,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,"FOXO1 is a downstream effector of insulin/IGF signaling; IGF1-PI3K-AKT phosphorylates and inhibits FOXO1, indicating a plausible association.",True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run14.txt
Q8,15,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 expression in some contexts; plausible gene-gene regulatory relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run15.txt
Q8,16,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,FOXO1 is a downstream effector of insulin/IGF signaling and can modulate IGF1 pathway; plausible gene-gene functional association.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run16.txt
Q8,17,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 expression in metabolic and growth-related contexts.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run17.txt
Q8,18,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 expression in some contexts; plausible gene-gene regulatory relation.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run18.txt
Q8,19,NCBIGene:2308,NCBIGene:3479,YES,biolink:associated_with,FOXO1 is regulated by IGF1/PI3K-AKT signaling and links to IGF1 pathway; plausible gene-gene association.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run19.txt
Q8,20,NCBIGene:2308,NCBIGene:3479,YES,biolink:regulates,FOXO1 is a transcription factor in insulin/IGF signaling and can regulate IGF1 pathway components; plausible regulatory relation to IGF1.,True,,/home/azuziz/gpt/6_gpt/step2_gpt/gpt_raw/Q8_run20.txt
