prompt_version,question_id,run_id,pred_n,gold_n,tp,precision,recall,jaccard,f1
v2,Q114,15,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q115,15,1,4,1,1.0,0.25,0.25,0.4
v2,Q116,15,1,7,0,0.0,0.0,0.0,0.0
v2,Q117,15,1,4,1,1.0,0.25,0.25,0.4
v2,Q118,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q119,15,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q120,15,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q121,15,0,5,0,0.0,0.0,0.0,0.0
v2,Q122,15,0,5,0,0.0,0.0,0.0,0.0
v2,Q123,15,1,4,0,0.0,0.0,0.0,0.0
v2,Q124,15,1,1,0,0.0,0.0,0.0,0.0
v2,Q125,15,1,4,0,0.0,0.0,0.0,0.0
v2,Q126,15,1,4,0,0.0,0.0,0.0,0.0
v2,Q127,15,1,6,0,0.0,0.0,0.0,0.0
v2,Q128,15,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q129,15,1,7,0,0.0,0.0,0.0,0.0
v2,Q130,15,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q131,15,1,4,1,1.0,0.25,0.25,0.4
v2,Q132,15,1,6,0,0.0,0.0,0.0,0.0
v2,Q133,15,0,4,0,0.0,0.0,0.0,0.0
v2,Q134,15,1,6,0,0.0,0.0,0.0,0.0
v2,Q135,15,1,8,0,0.0,0.0,0.0,0.0
v2,Q136,15,1,1,1,1.0,1.0,1.0,1.0
v2,Q137,15,1,5,0,0.0,0.0,0.0,0.0
v2,Q138,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q139,15,1,3,0,0.0,0.0,0.0,0.0
v2,Q140,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q141,15,1,4,0,0.0,0.0,0.0,0.0
v2,Q142,15,0,2,0,0.0,0.0,0.0,0.0
v2,Q143,15,1,1,0,0.0,0.0,0.0,0.0
v2,Q144,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q145,15,1,5,0,0.0,0.0,0.0,0.0
v2,Q146,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q147,15,1,6,0,0.0,0.0,0.0,0.0
v2,Q148,15,1,7,0,0.0,0.0,0.0,0.0
v2,Q149,15,1,1,0,0.0,0.0,0.0,0.0
v2,Q150,15,1,5,0,0.0,0.0,0.0,0.0
v2,Q151,15,1,1,0,0.0,0.0,0.0,0.0
v2,Q152,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q153,15,0,8,0,0.0,0.0,0.0,0.0
v2,Q154,15,1,3,0,0.0,0.0,0.0,0.0
v2,Q155,15,1,3,0,0.0,0.0,0.0,0.0
v2,Q156,15,1,4,0,0.0,0.0,0.0,0.0
v2,Q157,15,1,2,0,0.0,0.0,0.0,0.0
v2,Q158,15,1,3,0,0.0,0.0,0.0,0.0
v2,Q159,15,1,4,0,0.0,0.0,0.0,0.0
v2,Q160,15,1,6,0,0.0,0.0,0.0,0.0
v2,Q161,15,0,5,0,0.0,0.0,0.0,0.0
v2,Q162,15,1,8,0,0.0,0.0,0.0,0.0
v2,Q163,15,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q1,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q2,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q3,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q4,16,0,3,0,0.0,0.0,0.0,0.0
v2,Q5,16,0,7,0,0.0,0.0,0.0,0.0
v2,Q6,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q7,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q8,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q9,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q10,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q11,16,0,5,0,0.0,0.0,0.0,0.0
v2,Q12,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q13,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q14,16,0,6,0,0.0,0.0,0.0,0.0
v2,Q15,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q16,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q17,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q18,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q19,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q20,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q21,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q22,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q23,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q24,16,1,8,0,0.0,0.0,0.0,0.0
v2,Q25,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q26,16,0,4,0,0.0,0.0,0.0,0.0
v2,Q27,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q28,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q29,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q30,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q31,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q32,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q33,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q34,16,0,3,0,0.0,0.0,0.0,0.0
v2,Q35,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q36,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q37,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q38,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q39,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q40,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q41,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q42,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q43,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q44,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q45,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q46,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q47,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q48,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q49,16,0,7,0,0.0,0.0,0.0,0.0
v2,Q50,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q51,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q52,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q53,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q54,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q55,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q56,16,0,9,0,0.0,0.0,0.0,0.0
v2,Q57,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q58,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q59,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q60,16,0,8,0,0.0,0.0,0.0,0.0
v2,Q61,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q62,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q63,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q64,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q65,16,0,4,0,0.0,0.0,0.0,0.0
v2,Q66,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q67,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q68,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q69,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q70,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q71,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q72,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q73,16,0,10,0,0.0,0.0,0.0,0.0
v2,Q74,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q75,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q76,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q77,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q78,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q79,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q80,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q81,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q82,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q83,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q84,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q85,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q86,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q87,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q88,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q89,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q90,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q91,16,0,2,0,0.0,0.0,0.0,0.0
v2,Q92,16,1,4,1,1.0,0.25,0.25,0.4
v2,Q93,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q94,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q95,16,0,5,0,0.0,0.0,0.0,0.0
v2,Q96,16,1,8,0,0.0,0.0,0.0,0.0
v2,Q97,16,0,5,0,0.0,0.0,0.0,0.0
v2,Q98,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q99,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q100,16,1,2,1,1.0,0.5,0.5,0.6666666666666666
v2,Q101,16,0,6,0,0.0,0.0,0.0,0.0
v2,Q102,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q103,16,1,6,0,0.0,0.0,0.0,0.0
v2,Q104,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q105,16,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q106,16,1,7,1,1.0,0.14285714285714285,0.14285714285714285,0.25
v2,Q107,16,1,6,0,0.0,0.0,0.0,0.0
v2,Q108,16,0,4,0,0.0,0.0,0.0,0.0
v2,Q109,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q110,16,0,3,0,0.0,0.0,0.0,0.0
v2,Q111,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q112,16,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q113,16,1,6,0,0.0,0.0,0.0,0.0
v2,Q114,16,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q115,16,1,4,1,1.0,0.25,0.25,0.4
v2,Q116,16,1,7,0,0.0,0.0,0.0,0.0
v2,Q117,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q118,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q119,16,0,5,0,0.0,0.0,0.0,0.0
v2,Q120,16,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q121,16,0,5,0,0.0,0.0,0.0,0.0
v2,Q122,16,0,5,0,0.0,0.0,0.0,0.0
v2,Q123,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q124,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q125,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q126,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q127,16,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q128,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q129,16,1,7,0,0.0,0.0,0.0,0.0
v2,Q130,16,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q131,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q132,16,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q133,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q134,16,1,6,0,0.0,0.0,0.0,0.0
v2,Q135,16,1,8,1,1.0,0.125,0.125,0.2222222222222222
v2,Q136,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q137,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q138,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q139,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q140,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q141,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q142,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q143,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q144,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q145,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q146,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q147,16,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q148,16,1,7,0,0.0,0.0,0.0,0.0
v2,Q149,16,1,1,0,0.0,0.0,0.0,0.0
v2,Q150,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q151,16,0,1,0,0.0,0.0,0.0,0.0
v2,Q152,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q153,16,0,8,0,0.0,0.0,0.0,0.0
v2,Q154,16,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q155,16,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q156,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q157,16,1,2,0,0.0,0.0,0.0,0.0
v2,Q158,16,1,3,0,0.0,0.0,0.0,0.0
v2,Q159,16,1,4,0,0.0,0.0,0.0,0.0
v2,Q160,16,1,6,0,0.0,0.0,0.0,0.0
v2,Q161,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q162,16,1,8,0,0.0,0.0,0.0,0.0
v2,Q163,16,1,5,0,0.0,0.0,0.0,0.0
v2,Q1,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q2,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q3,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q4,17,0,3,0,0.0,0.0,0.0,0.0
v2,Q5,17,0,7,0,0.0,0.0,0.0,0.0
v2,Q6,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q7,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q8,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q9,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q10,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q11,17,0,5,0,0.0,0.0,0.0,0.0
v2,Q12,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q13,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q14,17,0,6,0,0.0,0.0,0.0,0.0
v2,Q15,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q16,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q17,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q18,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q19,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q20,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q21,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q22,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q23,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q24,17,0,8,0,0.0,0.0,0.0,0.0
v2,Q25,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q26,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q27,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q28,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q29,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q30,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q31,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q32,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q33,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q34,17,0,3,0,0.0,0.0,0.0,0.0
v2,Q35,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q36,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q37,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q38,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q39,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q40,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q41,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q42,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q43,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q44,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q45,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q46,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q47,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q48,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q49,17,0,7,0,0.0,0.0,0.0,0.0
v2,Q50,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q51,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q52,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q53,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q54,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q55,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q56,17,0,9,0,0.0,0.0,0.0,0.0
v2,Q57,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q58,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q59,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q60,17,0,8,0,0.0,0.0,0.0,0.0
v2,Q61,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q62,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q63,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q64,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q65,17,0,4,0,0.0,0.0,0.0,0.0
v2,Q66,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q67,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q68,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q69,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q70,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q71,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q72,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q73,17,0,10,0,0.0,0.0,0.0,0.0
v2,Q74,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q75,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q76,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q77,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q78,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q79,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q80,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q81,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q82,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q83,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q84,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q85,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q86,17,0,1,0,0.0,0.0,0.0,0.0
v2,Q87,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q88,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q89,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q90,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q91,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q92,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q93,17,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q94,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q95,17,0,5,0,0.0,0.0,0.0,0.0
v2,Q96,17,0,8,0,0.0,0.0,0.0,0.0
v2,Q97,17,0,5,0,0.0,0.0,0.0,0.0
v2,Q98,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q99,17,0,5,0,0.0,0.0,0.0,0.0
v2,Q100,17,1,2,1,1.0,0.5,0.5,0.6666666666666666
v2,Q101,17,0,6,0,0.0,0.0,0.0,0.0
v2,Q102,17,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q103,17,0,6,0,0.0,0.0,0.0,0.0
v2,Q104,17,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q105,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q106,17,1,7,1,1.0,0.14285714285714285,0.14285714285714285,0.25
v2,Q107,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q108,17,1,4,1,1.0,0.25,0.25,0.4
v2,Q109,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q110,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q111,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q112,17,1,6,0,0.0,0.0,0.0,0.0
v2,Q113,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q114,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q115,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q116,17,1,7,0,0.0,0.0,0.0,0.0
v2,Q117,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q118,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q119,17,1,5,1,1.0,0.2,0.2,0.33333333333333337
v2,Q120,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q121,17,0,5,0,0.0,0.0,0.0,0.0
v2,Q122,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q123,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q124,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q125,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q126,17,1,4,1,1.0,0.25,0.25,0.4
v2,Q127,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q128,17,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q129,17,1,7,0,0.0,0.0,0.0,0.0
v2,Q130,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q131,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q132,17,1,6,0,0.0,0.0,0.0,0.0
v2,Q133,17,0,4,0,0.0,0.0,0.0,0.0
v2,Q134,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q135,17,1,8,1,1.0,0.125,0.125,0.2222222222222222
v2,Q136,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q137,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q138,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q139,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q140,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q141,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q142,17,0,2,0,0.0,0.0,0.0,0.0
v2,Q143,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q144,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q145,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q146,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q147,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q148,17,0,7,0,0.0,0.0,0.0,0.0
v2,Q149,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q150,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q151,17,1,1,0,0.0,0.0,0.0,0.0
v2,Q152,17,1,2,0,0.0,0.0,0.0,0.0
v2,Q153,17,0,8,0,0.0,0.0,0.0,0.0
v2,Q154,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q155,17,1,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5
v2,Q156,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q157,17,1,2,1,1.0,0.5,0.5,0.6666666666666666
v2,Q158,17,1,3,0,0.0,0.0,0.0,0.0
v2,Q159,17,1,4,0,0.0,0.0,0.0,0.0
v2,Q160,17,1,6,1,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857
v2,Q161,17,0,5,0,0.0,0.0,0.0,0.0
v2,Q162,17,1,8,0,0.0,0.0,0.0,0.0
v2,Q163,17,1,5,0,0.0,0.0,0.0,0.0
v2,Q1,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q2,18,1,5,0,0.0,0.0,0.0,0.0
v2,Q3,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q4,18,0,3,0,0.0,0.0,0.0,0.0
v2,Q5,18,0,7,0,0.0,0.0,0.0,0.0
v2,Q6,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q7,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q8,18,1,5,0,0.0,0.0,0.0,0.0
v2,Q9,18,1,4,0,0.0,0.0,0.0,0.0
v2,Q10,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q11,18,0,5,0,0.0,0.0,0.0,0.0
v2,Q12,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q13,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q14,18,0,6,0,0.0,0.0,0.0,0.0
v2,Q15,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q16,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q17,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q18,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q19,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q20,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q21,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q22,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q23,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q24,18,1,8,0,0.0,0.0,0.0,0.0
v2,Q25,18,1,4,0,0.0,0.0,0.0,0.0
v2,Q26,18,0,4,0,0.0,0.0,0.0,0.0
v2,Q27,18,0,2,0,0.0,0.0,0.0,0.0
v2,Q28,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q29,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q30,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q31,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q32,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q33,18,1,5,0,0.0,0.0,0.0,0.0
v2,Q34,18,0,3,0,0.0,0.0,0.0,0.0
v2,Q35,18,0,2,0,0.0,0.0,0.0,0.0
v2,Q36,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q37,18,0,2,0,0.0,0.0,0.0,0.0
v2,Q38,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q39,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q40,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q41,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q42,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q43,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q44,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q45,18,0,2,0,0.0,0.0,0.0,0.0
v2,Q46,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q47,18,0,1,0,0.0,0.0,0.0,0.0
v2,Q48,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q49,18,0,7,0,0.0,0.0,0.0,0.0
v2,Q50,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q51,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q52,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q53,18,0,2,0,0.0,0.0,0.0,0.0
v2,Q54,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q55,18,1,5,0,0.0,0.0,0.0,0.0
v2,Q56,18,0,9,0,0.0,0.0,0.0,0.0
v2,Q57,18,1,2,0,0.0,0.0,0.0,0.0
v2,Q58,18,0,2,0,0.0,0.0,0.0,0.0
v2,Q59,18,1,1,0,0.0,0.0,0.0,0.0
v2,Q60,18,0,8,0,0.0,0.0,0.0,0.0
v2,Q61,18,1,1,0,0.0,0.0,0.0,0.0
