question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q320	e0	e_133	MONDO:0020074	biolink:subclass_of	MONDO:0005027	progressive myoclonus epilepsy	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_134	HP:0032794	biolink:subclass_of	MONDO:0005027	Myoclonic seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_135	HP:0007359	biolink:subclass_of	MONDO:0005027	Partial Seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_136	HP:0007334	biolink:subclass_of	MONDO:0005027	Bilateral tonic-clonic seizure with focal onset	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_137	HP:0006813	biolink:subclass_of	MONDO:0005027	Focal hemiclonic seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_138	HP:0002121	biolink:subclass_of	MONDO:0005027	Absence Seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_139	HP:0007270	biolink:subclass_of	MONDO:0005027	Atypical absence seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_140	MONDO:0018097	biolink:subclass_of	MONDO:0005027	West syndrome	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_141	HP:0031475	biolink:subclass_of	MONDO:0005027	Status epilepticus without prominent motor symptoms	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_142	HP:0011172	biolink:subclass_of	MONDO:0005027	Complex febrile seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_143	HP:0011171	biolink:subclass_of	MONDO:0005027	Simple febrile seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_144	MONDO:0002125	biolink:subclass_of	MONDO:0005027	status epilepticus	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_145	HP:0032906	biolink:subclass_of	MONDO:0005027	Focal head nodding automatism seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_146	HP:0010821	biolink:subclass_of	MONDO:0005027	Focal emotional seizure with laughing	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_147	MONDO:0006748	biolink:subclass_of	MONDO:0005027	epilepsia partialis continua	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_148	HP:0002197	biolink:subclass_of	MONDO:0005027	Generalized-onset seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_149	HP:0001327	biolink:subclass_of	MONDO:0005027	Photosensitive myoclonic seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_150	HP:0032823	biolink:subclass_of	MONDO:0005027	Neonatal electro-clinical seizure with behavior arrest	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_151	HP:0011151	biolink:subclass_of	MONDO:0005027	Atypical absence status epilepticus	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_152	HP:0007207	biolink:subclass_of	MONDO:0005027	Photosensitive tonic-clonic seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_153	HP:0032678	biolink:subclass_of	MONDO:0005027	Eyelid myoclonia seizure	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_154	MONDO:0016027	biolink:subclass_of	MONDO:0005027	benign neonatal seizures	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_155	MONDO:0100062	biolink:subclass_of	MONDO:0005027	developmental and epileptic encephalopathy	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_156	MONDO:0006892	biolink:subclass_of	MONDO:0005027	Aura	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_157	MONDO:0018214	biolink:subclass_of	MONDO:0005027	generalized epilepsy with febrile seizures plus	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_158	MONDO:0011990	biolink:subclass_of	MONDO:0005027	seizures, benign familial neonatal, 3	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_159	MONDO:0020630	biolink:subclass_of	MONDO:0005027	developmental and epileptic encephalopathy 91	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_160	MONDO:0100135	biolink:subclass_of	MONDO:0005027	Dravet syndrome	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_161	MONDO:0017615	biolink:subclass_of	MONDO:0005027	benign familial infantile epilepsy	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_162	MONDO:0100079	biolink:subclass_of	MONDO:0005027	developmental and epileptic encephalopathy, 6	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_163	MONDO:0005754	biolink:subclass_of	MONDO:0005027	epilepsy with generalized tonic-clonic seizures	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_164	MONDO:0005384	biolink:subclass_of	MONDO:0005027	focal epilepsy	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	e_165	MONDO:0016532	biolink:subclass_of	MONDO:0005027	Lennox-Gastaut syndrome	epilepsy	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q320	e0	uuid:0ec43e45-198e-11f0-be82-6045bdb3d4c0_e_117	MONDO:0005027	biolink:causes	MONDO:0013388	epilepsy	developmental and epileptic encephalopathy, 11	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:0ec44140-198e-11f0-be82-6045bdb3d4c0_e_118	MONDO:0005027	biolink:causes	MONDO:0011904	epilepsy	seizures, benign familial infantile, 3	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13ff51b9-198e-11f0-be82-6045bdb3d4c0_e_119	MONDO:0005027	biolink:has_phenotype	HP:0011169	epilepsy	Generalized clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1feb0773-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13ff04e4-198e-11f0-be82-6045bdb3d4c0_e_121	MONDO:0005027	biolink:has_phenotype	MONDO:0006710	epilepsy	complex partial epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:16618b52-198e-11f0-be82-6045bdb3d4c0_e_122	MONDO:0005027	biolink:has_phenotype	MONDO:0006891	epilepsy	partial motor epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:12638596-198e-11f0-be82-6045bdb3d4c0_e_123	MONDO:0005027	biolink:has_phenotype	HP:0011167	epilepsy	Focal tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13ff0c9c-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:11fe49fc-198e-11f0-be82-6045bdb3d4c0_e_122	MONDO:0005027	biolink:has_phenotype	MONDO:0006891	epilepsy	partial motor epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:132f0c20-198e-11f0-be82-6045bdb3d4c0_e_124	MONDO:0005027	biolink:has_phenotype	HP:0032807	epilepsy	Neonatal seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1b264152-198e-11f0-be82-6045bdb3d4c0_e_125	MONDO:0005027	biolink:has_phenotype	HP:0012469	epilepsy	Infantile Spasm	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1d8864d7-198e-11f0-be82-6045bdb3d4c0_e_126	MONDO:0005027	biolink:has_phenotype	HP:0010818	epilepsy	Generalized tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c40101-198e-11f0-be82-6045bdb3d4c0_e_127	MONDO:0005027	biolink:has_phenotype	HP:0002349	epilepsy	Focal aware seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:19f5222f-198e-11f0-be82-6045bdb3d4c0_e_124	MONDO:0005027	biolink:has_phenotype	HP:0032807	epilepsy	Neonatal seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1530287a-198e-11f0-be82-6045bdb3d4c0_e_128	MONDO:0005027	biolink:has_phenotype	HP:0002266	epilepsy	Focal clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1792a88f-198e-11f0-be82-6045bdb3d4c0_e_129	MONDO:0005027	biolink:has_phenotype	HP:0020221	epilepsy	Clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13fefc84-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1d88ba85-198e-11f0-be82-6045bdb3d4c0_e_130	MONDO:0005027	biolink:has_phenotype	HP:0010819	epilepsy	Atonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9d68b-198e-11f0-be82-6045bdb3d4c0_e_121	MONDO:0005027	biolink:has_phenotype	MONDO:0006710	epilepsy	complex partial epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c40910-198e-11f0-be82-6045bdb3d4c0_e_131	MONDO:0005027	biolink:has_phenotype	HP:0002373	epilepsy	Febrile Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ded9-198e-11f0-be82-6045bdb3d4c0_e_132	MONDO:0005027	biolink:has_phenotype	HP:0032792	epilepsy	Tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:16618b4e-198e-11f0-be82-6045bdb3d4c0_e_133	MONDO:0005027	biolink:has_phenotype	MONDO:0020074	epilepsy	progressive myoclonus epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ce46-198e-11f0-be82-6045bdb3d4c0_e_134	MONDO:0005027	biolink:has_phenotype	HP:0032794	epilepsy	Myoclonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c3f907-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1530625e-198e-11f0-be82-6045bdb3d4c0_e_135	MONDO:0005027	biolink:has_phenotype	HP:0007359	epilepsy	Partial Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ded8-198e-11f0-be82-6045bdb3d4c0_e_136	MONDO:0005027	biolink:has_phenotype	HP:0007334	epilepsy	Bilateral tonic-clonic seizure with focal onset	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1792a17f-198e-11f0-be82-6045bdb3d4c0_e_137	MONDO:0005027	biolink:has_phenotype	HP:0006813	epilepsy	Focal hemiclonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1d88ba87-198e-11f0-be82-6045bdb3d4c0_e_132	MONDO:0005027	biolink:has_phenotype	HP:0032792	epilepsy	Tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:12638592-198e-11f0-be82-6045bdb3d4c0_e_128	MONDO:0005027	biolink:has_phenotype	HP:0002266	epilepsy	Focal clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c4092e-198e-11f0-be82-6045bdb3d4c0_e_136	MONDO:0005027	biolink:has_phenotype	HP:0007334	epilepsy	Bilateral tonic-clonic seizure with focal onset	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:132ece2c-198e-11f0-be82-6045bdb3d4c0_e_121	MONDO:0005027	biolink:has_phenotype	MONDO:0006710	epilepsy	complex partial epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1c575a88-198e-11f0-be82-6045bdb3d4c0_e_138	MONDO:0005027	biolink:has_phenotype	HP:0002121	epilepsy	Absence Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1c5752a7-198e-11f0-be82-6045bdb3d4c0_e_138	MONDO:0005027	biolink:has_phenotype	HP:0002121	epilepsy	Absence Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13ff49e9-198e-11f0-be82-6045bdb3d4c0_e_139	MONDO:0005027	biolink:has_phenotype	HP:0007270	epilepsy	Atypical absence seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb99ccf-198e-11f0-be82-6045bdb3d4c0_e_130	MONDO:0005027	biolink:has_phenotype	HP:0010819	epilepsy	Atonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1c576271-198e-11f0-be82-6045bdb3d4c0_e_131	MONDO:0005027	biolink:has_phenotype	HP:0002373	epilepsy	Febrile Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1d8864da-198e-11f0-be82-6045bdb3d4c0_e_123	MONDO:0005027	biolink:has_phenotype	HP:0011167	epilepsy	Focal tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:12637d14-198e-11f0-be82-6045bdb3d4c0_e_135	MONDO:0005027	biolink:has_phenotype	HP:0007359	epilepsy	Partial Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:19f4dcc9-198e-11f0-be82-6045bdb3d4c0_e_140	MONDO:0005027	biolink:has_phenotype	MONDO:0018097	epilepsy	West syndrome	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13ff49ec-198e-11f0-be82-6045bdb3d4c0_e_131	MONDO:0005027	biolink:has_phenotype	HP:0002373	epilepsy	Febrile Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13ff0ca0-198e-11f0-be82-6045bdb3d4c0_e_125	MONDO:0005027	biolink:has_phenotype	HP:0012469	epilepsy	Infantile Spasm	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c3c3dc-198e-11f0-be82-6045bdb3d4c0_e_141	MONDO:0005027	biolink:has_phenotype	HP:0031475	epilepsy	Status epilepticus without prominent motor symptoms	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1feaf9e4-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ce43-198e-11f0-be82-6045bdb3d4c0_e_135	MONDO:0005027	biolink:has_phenotype	HP:0007359	epilepsy	Partial Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:16618360-198e-11f0-be82-6045bdb3d4c0_e_119	MONDO:0005027	biolink:has_phenotype	HP:0011169	epilepsy	Generalized clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:12638594-198e-11f0-be82-6045bdb3d4c0_e_121	MONDO:0005027	biolink:has_phenotype	MONDO:0006710	epilepsy	complex partial epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ea04-198e-11f0-be82-6045bdb3d4c0_e_142	MONDO:0005027	biolink:has_phenotype	HP:0011172	epilepsy	Complex febrile seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:17929956-198e-11f0-be82-6045bdb3d4c0_e_133	MONDO:0005027	biolink:has_phenotype	MONDO:0020074	epilepsy	progressive myoclonus epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb99cd1-198e-11f0-be82-6045bdb3d4c0_e_143	MONDO:0005027	biolink:has_phenotype	HP:0011171	epilepsy	Simple febrile seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1b26317c-198e-11f0-be82-6045bdb3d4c0_e_144	MONDO:0005027	biolink:has_phenotype	MONDO:0002125	epilepsy	status epilepticus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:19f51289-198e-11f0-be82-6045bdb3d4c0_e_144	MONDO:0005027	biolink:has_phenotype	MONDO:0002125	epilepsy	status epilepticus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:132f0c21-198e-11f0-be82-6045bdb3d4c0_e_119	MONDO:0005027	biolink:has_phenotype	HP:0011169	epilepsy	Generalized clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:19f529e3-198e-11f0-be82-6045bdb3d4c0_e_145	MONDO:0005027	biolink:has_phenotype	HP:0032906	epilepsy	Focal head nodding automatism seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb99cce-198e-11f0-be82-6045bdb3d4c0_e_146	MONDO:0005027	biolink:has_phenotype	HP:0010821	epilepsy	Focal emotional seizure with laughing	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1feae9fa-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c3c3d7-198e-11f0-be82-6045bdb3d4c0_e_144	MONDO:0005027	biolink:has_phenotype	MONDO:0002125	epilepsy	status epilepticus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:16618b51-198e-11f0-be82-6045bdb3d4c0_e_147	MONDO:0005027	biolink:has_phenotype	MONDO:0006748	epilepsy	epilepsia partialis continua	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ea02-198e-11f0-be82-6045bdb3d4c0_e_136	MONDO:0005027	biolink:has_phenotype	HP:0007334	epilepsy	Bilateral tonic-clonic seizure with focal onset	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:16617b01-198e-11f0-be82-6045bdb3d4c0_e_148	MONDO:0005027	biolink:has_phenotype	HP:0002197	epilepsy	Generalized-onset seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:16617391-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1feaf9e5-198e-11f0-be82-6045bdb3d4c0_e_137	MONDO:0005027	biolink:has_phenotype	HP:0006813	epilepsy	Focal hemiclonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:132ece2b-198e-11f0-be82-6045bdb3d4c0_e_136	MONDO:0005027	biolink:has_phenotype	HP:0007334	epilepsy	Bilateral tonic-clonic seizure with focal onset	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c40100-198e-11f0-be82-6045bdb3d4c0_e_121	MONDO:0005027	biolink:has_phenotype	MONDO:0006710	epilepsy	complex partial epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1b264151-198e-11f0-be82-6045bdb3d4c0_e_149	MONDO:0005027	biolink:has_phenotype	HP:0001327	epilepsy	Photosensitive myoclonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:19f4dcca-198e-11f0-be82-6045bdb3d4c0_e_150	MONDO:0005027	biolink:has_phenotype	HP:0032823	epilepsy	Neonatal electro-clinical seizure with behavior arrest	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:13fefc83-198e-11f0-be82-6045bdb3d4c0_e_120	MONDO:0005027	biolink:has_phenotype	HP:0002069	epilepsy	Bilateral tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:179290e2-198e-11f0-be82-6045bdb3d4c0_e_138	MONDO:0005027	biolink:has_phenotype	HP:0002121	epilepsy	Absence Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:12638595-198e-11f0-be82-6045bdb3d4c0_e_126	MONDO:0005027	biolink:has_phenotype	HP:0010818	epilepsy	Generalized tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:132ece2d-198e-11f0-be82-6045bdb3d4c0_e_126	MONDO:0005027	biolink:has_phenotype	HP:0010818	epilepsy	Generalized tonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:15305ab0-198e-11f0-be82-6045bdb3d4c0_e_144	MONDO:0005027	biolink:has_phenotype	MONDO:0002125	epilepsy	status epilepticus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:19f529e1-198e-11f0-be82-6045bdb3d4c0_e_135	MONDO:0005027	biolink:has_phenotype	HP:0007359	epilepsy	Partial Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1eb9ea05-198e-11f0-be82-6045bdb3d4c0_e_151	MONDO:0005027	biolink:has_phenotype	HP:0011151	epilepsy	Atypical absence status epilepticus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:18c40911-198e-11f0-be82-6045bdb3d4c0_e_152	MONDO:0005027	biolink:has_phenotype	HP:0007207	epilepsy	Photosensitive tonic-clonic seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:17929957-198e-11f0-be82-6045bdb3d4c0_e_153	MONDO:0005027	biolink:has_phenotype	HP:0032678	epilepsy	Eyelid myoclonia seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	uuid:1b26397a-198e-11f0-be82-6045bdb3d4c0_e_133	MONDO:0005027	biolink:has_phenotype	MONDO:0020074	epilepsy	progressive myoclonus epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_79_e_154	MONDO:0005027	biolink:genetically_associated_with	MONDO:0016027	epilepsy	benign neonatal seizures	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_80_e_155	MONDO:0005027	biolink:genetically_associated_with	MONDO:0100062	epilepsy	developmental and epileptic encephalopathy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_81_e_117	MONDO:0005027	biolink:genetically_associated_with	MONDO:0013388	epilepsy	developmental and epileptic encephalopathy, 11	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_82_e_118	MONDO:0005027	biolink:genetically_associated_with	MONDO:0011904	epilepsy	seizures, benign familial infantile, 3	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_83_e_140	MONDO:0005027	biolink:genetically_associated_with	MONDO:0018097	epilepsy	West syndrome	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_84_e_117	MONDO:0005027	biolink:genetically_associated_with	MONDO:0013388	epilepsy	developmental and epileptic encephalopathy, 11	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_85_e_118	MONDO:0005027	biolink:genetically_associated_with	MONDO:0011904	epilepsy	seizures, benign familial infantile, 3	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_86_e_143	MONDO:0005027	biolink:genetically_associated_with	HP:0011171	epilepsy	Simple febrile seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_87_e_156	MONDO:0005027	biolink:genetically_associated_with	MONDO:0006892	epilepsy	Aura	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_88_e_118	MONDO:0005027	biolink:genetically_associated_with	MONDO:0011904	epilepsy	seizures, benign familial infantile, 3	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_90_e_140	MONDO:0005027	biolink:genetically_associated_with	MONDO:0018097	epilepsy	West syndrome	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_91_e_140	MONDO:0005027	biolink:genetically_associated_with	MONDO:0018097	epilepsy	West syndrome	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_92_e_117	MONDO:0005027	biolink:genetically_associated_with	MONDO:0013388	epilepsy	developmental and epileptic encephalopathy, 11	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_93_e_157	MONDO:0005027	biolink:genetically_associated_with	MONDO:0018214	epilepsy	generalized epilepsy with febrile seizures plus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_94_e_131	MONDO:0005027	biolink:genetically_associated_with	HP:0002373	epilepsy	Febrile Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_95_e_158	MONDO:0005027	biolink:genetically_associated_with	MONDO:0011990	epilepsy	seizures, benign familial neonatal, 3	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_96_e_131	MONDO:0005027	biolink:genetically_associated_with	HP:0002373	epilepsy	Febrile Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_97_e_159	MONDO:0005027	biolink:genetically_associated_with	MONDO:0020630	epilepsy	developmental and epileptic encephalopathy 91	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_98_e_154	MONDO:0005027	biolink:genetically_associated_with	MONDO:0016027	epilepsy	benign neonatal seizures	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_99_e_131	MONDO:0005027	biolink:genetically_associated_with	HP:0002373	epilepsy	Febrile Seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_101_e_160	MONDO:0005027	biolink:genetically_associated_with	MONDO:0100135	epilepsy	Dravet syndrome	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_102_e_117	MONDO:0005027	biolink:genetically_associated_with	MONDO:0013388	epilepsy	developmental and epileptic encephalopathy, 11	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_103_e_158	MONDO:0005027	biolink:genetically_associated_with	MONDO:0011990	epilepsy	seizures, benign familial neonatal, 3	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_104_e_142	MONDO:0005027	biolink:genetically_associated_with	HP:0011172	epilepsy	Complex febrile seizure	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_105_e_161	MONDO:0005027	biolink:genetically_associated_with	MONDO:0017615	epilepsy	benign familial infantile epilepsy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_106_e_157	MONDO:0005027	biolink:genetically_associated_with	MONDO:0018214	epilepsy	generalized epilepsy with febrile seizures plus	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_108_e_155	MONDO:0005027	biolink:genetically_associated_with	MONDO:0100062	epilepsy	developmental and epileptic encephalopathy	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_109_e_162	MONDO:0005027	biolink:genetically_associated_with	MONDO:0100079	epilepsy	developmental and epileptic encephalopathy, 6	infores:automat-robokop(primary_knowledge_source)
Q320	e0	e_110_e_118	MONDO:0005027	biolink:gene_associated_with_condition	MONDO:0011904	epilepsy	seizures, benign familial infantile, 3	infores:automat-robokop(primary_knowledge_source)
