prompt_version	question_id	run_id	predicate	subject	object	edge_key
v4	Q137	8	biolink:gene_associated_with_condition	NCBIGene:3559	MONDO:0005301	biolink:gene_associated_with_condition|NCBIGene:3559|MONDO:0005301
v4	Q138	8	biolink:gene_associated_with_condition	NCBIGene:3553	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:3553|MONDO:0008383
v4	Q139	8	biolink:gene_associated_with_condition	MONDO:0004979	NCBIGene:3596	biolink:gene_associated_with_condition|MONDO:0004979|NCBIGene:3596
v4	Q140	8	biolink:disease_has_basis_in	MONDO:0005148	NCBIGene:6517	biolink:disease_has_basis_in|MONDO:0005148|NCBIGene:6517
v4	Q141	8	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:6934	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:6934
v4	Q143	8	biolink:gene_associated_with_condition	MONDO:0005061	NCBIGene:238	biolink:gene_associated_with_condition|MONDO:0005061|NCBIGene:238
v4	Q144	8	biolink:gene_associated_with_condition	MONDO:0005090	NCBIGene:2903	biolink:gene_associated_with_condition|MONDO:0005090|NCBIGene:2903
v4	Q145	8	biolink:gene_associated_with_condition	MONDO:0005083	NCBIGene:7124	biolink:gene_associated_with_condition|MONDO:0005083|NCBIGene:7124
v4	Q146	8	biolink:gene_associated_with_condition	NCBIGene:3663	MONDO:0007915	biolink:gene_associated_with_condition|NCBIGene:3663|MONDO:0007915
v4	Q154	8	biolink:interacts_with	NCBIGene:5290	NCBIGene:2475	biolink:interacts_with|NCBIGene:5290|NCBIGene:2475
v4	Q156	8	biolink:interacts_with	NCBIGene:673	NCBIGene:5594	biolink:interacts_with|NCBIGene:673|NCBIGene:5594
v4	Q157	8	biolink:interacts_with	NCBIGene:3458	NCBIGene:3716	biolink:interacts_with|NCBIGene:3458|NCBIGene:3716
v4	Q158	8	biolink:interacts_with	NCBIGene:3091	NCBIGene:7422	biolink:interacts_with|NCBIGene:3091|NCBIGene:7422
v4	Q159	8	biolink:interacts_with	NCBIGene:2099	NCBIGene:5290	biolink:interacts_with|NCBIGene:2099|NCBIGene:5290
v4	Q160	8	biolink:interacts_with	NCBIGene:367	NCBIGene:2308	biolink:interacts_with|NCBIGene:367|NCBIGene:2308
v4	Q163	8	biolink:interacts_with	NCBIGene:1636	NCBIGene:185	biolink:interacts_with|NCBIGene:1636|NCBIGene:185
v4	Q1	9	biolink:gene_associated_with_condition	MONDO:0005180	NCBIGene:348	biolink:gene_associated_with_condition|MONDO:0005180|NCBIGene:348
v4	Q2	9	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0005300	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0005300
v4	Q8	9	biolink:gene_associated_with_condition	MONDO:0007254	NCBIGene:3569	biolink:gene_associated_with_condition|MONDO:0007254|NCBIGene:3569
v4	Q9	9	biolink:gene_associated_with_condition	MONDO:0005300	NCBIGene:7422	biolink:gene_associated_with_condition|MONDO:0005300|NCBIGene:7422
v4	Q15	9	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0005010	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0005010
v4	Q21	9	biolink:gene_associated_with_condition	NCBIGene:7422	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:7422|MONDO:0008383
v4	Q22	9	biolink:gene_associated_with_condition	NCBIGene:1636	MONDO:0001134	biolink:gene_associated_with_condition|NCBIGene:1636|MONDO:0001134
v4	Q25	9	biolink:gene_associated_with_condition	MONDO:0005233	NCBIGene:7157	biolink:gene_associated_with_condition|MONDO:0005233|NCBIGene:7157
v4	Q29	9	biolink:gene_associated_with_condition	MONDO:0005180	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0005180|NCBIGene:1956
v4	Q30	9	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0004979
v4	Q32	9	biolink:gene_associated_with_condition	NCBIGene:7157	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:7157|MONDO:0008383
v4	Q33	9	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0005300	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0005300
v4	Q36	9	biolink:gene_associated_with_condition	NCBIGene:673	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:673|MONDO:0005148
v4	Q40	9	biolink:gene_associated_with_condition	MONDO:0004979	NCBIGene:7422	biolink:gene_associated_with_condition|MONDO:0004979|NCBIGene:7422
v4	Q44	9	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:1636	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:1636
v4	Q50	9	biolink:gene_associated_with_condition	MONDO:0004979	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0004979|NCBIGene:1956
v4	Q52	9	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:348	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:348
v4	Q55	9	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0004975	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0004975
v4	Q71	9	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0005180	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0005180
v4	Q72	9	biolink:gene_associated_with_condition	MONDO:0008383	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0008383|NCBIGene:1956
v4	Q75	9	biolink:gene_associated_with_condition	NCBIGene:348	MONDO:0007254	biolink:gene_associated_with_condition|NCBIGene:348|MONDO:0007254
v4	Q76	9	biolink:gene_associated_with_condition	NCBIGene:3630	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:3630|MONDO:0005148
v4	Q77	9	biolink:gene_associated_with_condition	NCBIGene:1956	MONDO:0005061	biolink:gene_associated_with_condition|NCBIGene:1956|MONDO:0005061
v4	Q78	9	biolink:gene_associated_with_condition	NCBIGene:3565	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3565|MONDO:0004979
v4	Q81	9	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:3952	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:3952
v4	Q82	9	biolink:gene_associated_with_condition	MONDO:0005090	NCBIGene:1813	biolink:gene_associated_with_condition|MONDO:0005090|NCBIGene:1813
v4	Q83	9	biolink:gene_associated_with_condition	MONDO:0005147	NCBIGene:3119	biolink:gene_associated_with_condition|MONDO:0005147|NCBIGene:3119
v4	Q84	9	biolink:gene_associated_with_condition	NCBIGene:3605	MONDO:0005083	biolink:gene_associated_with_condition|NCBIGene:3605|MONDO:0005083
v4	Q85	9	biolink:gene_associated_with_condition	MONDO:0005140	NCBIGene:675	biolink:gene_associated_with_condition|MONDO:0005140|NCBIGene:675
v4	Q88	9	biolink:gene_associated_with_condition	NCBIGene:5979	MONDO:0005089	biolink:gene_associated_with_condition|NCBIGene:5979|MONDO:0005089
v4	Q90	9	biolink:gene_associated_with_condition	NCBIGene:4160	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:4160|MONDO:0005148
v4	Q92	9	biolink:directly_physically_interacts_with	NCBIGene:1565	CHEBI:16714	biolink:directly_physically_interacts_with|NCBIGene:1565|CHEBI:16714
v4	Q93	9	biolink:interacts_with	NCBIGene:7471	NCBIGene:1499	biolink:interacts_with|NCBIGene:7471|NCBIGene:1499
v4	Q99	9	biolink:gene_associated_with_condition	MONDO:0005109	NCBIGene:1234	biolink:gene_associated_with_condition|MONDO:0005109|NCBIGene:1234
v4	Q102	9	biolink:interacts_with	NCBIGene:2247	NCBIGene:2260	biolink:interacts_with|NCBIGene:2247|NCBIGene:2260
v4	Q104	9	biolink:directly_physically_interacts_with	NCBIGene:3091	NCBIGene:2034	biolink:directly_physically_interacts_with|NCBIGene:3091|NCBIGene:2034
v4	Q105	9	biolink:interacts_with	NCBIGene:7099	NCBIGene:4615	biolink:interacts_with|NCBIGene:7099|NCBIGene:4615
v4	Q107	9	biolink:interacts_with	NCBIGene:5562	NCBIGene:2475	biolink:interacts_with|NCBIGene:5562|NCBIGene:2475
v4	Q109	9	biolink:physically_interacts_with	NCBIGene:3902	NCBIGene:3958	biolink:physically_interacts_with|NCBIGene:3902|NCBIGene:3958
v4	Q111	9	biolink:gene_associated_with_condition	NCBIGene:4846	MONDO:0005149	biolink:gene_associated_with_condition|NCBIGene:4846|MONDO:0005149
v4	Q112	9	biolink:interacts_with	NCBIGene:6774	NCBIGene:3572	biolink:interacts_with|NCBIGene:6774|NCBIGene:3572
v4	Q113	9	biolink:physically_interacts_with	NCBIGene:7048	NCBIGene:4092	biolink:physically_interacts_with|NCBIGene:7048|NCBIGene:4092
v4	Q114	9	biolink:physically_interacts_with	NCBIGene:2308	NCBIGene:3643	biolink:physically_interacts_with|NCBIGene:2308|NCBIGene:3643
v4	Q116	9	biolink:interacts_with	NCBIGene:6720	NCBIGene:2194	biolink:interacts_with|NCBIGene:6720|NCBIGene:2194
v4	Q117	9	biolink:physically_interacts_with	NCBIGene:5468	NCBIGene:1149	biolink:physically_interacts_with|NCBIGene:5468|NCBIGene:1149
v4	Q120	9	biolink:interacts_with	NCBIGene:1869	NCBIGene:5925	biolink:interacts_with|NCBIGene:1869|NCBIGene:5925
v4	Q123	9	biolink:physically_interacts_with	NCBIGene:489	NCBIGene:5350	biolink:physically_interacts_with|NCBIGene:489|NCBIGene:5350
v4	Q125	9	biolink:interacts_with	NCBIGene:6331	NCBIGene:287	biolink:interacts_with|NCBIGene:6331|NCBIGene:287
v4	Q126	9	biolink:interacts_with	NCBIGene:3757	NCBIGene:783	biolink:interacts_with|NCBIGene:3757|NCBIGene:783
v4	Q127	9	biolink:physically_interacts_with	NCBIGene:2554	NCBIGene:2561	biolink:physically_interacts_with|NCBIGene:2554|NCBIGene:2561
v4	Q128	9	biolink:physically_interacts_with	NCBIGene:6857	NCBIGene:6844	biolink:physically_interacts_with|NCBIGene:6857|NCBIGene:6844
v4	Q131	9	biolink:interacts_with	NCBIGene:4988	NCBIGene:409	biolink:interacts_with|NCBIGene:4988|NCBIGene:409
v4	Q132	9	biolink:interacts_with	NCBIGene:1268	NCBIGene:2775	biolink:interacts_with|NCBIGene:1268|NCBIGene:2775
v4	Q133	9	biolink:interacts_with	NCBIGene:148	NCBIGene:2767	biolink:interacts_with|NCBIGene:148|NCBIGene:2767
v4	Q134	9	biolink:physically_interacts_with	NCBIGene:1129	NCBIGene:2770	biolink:physically_interacts_with|NCBIGene:1129|NCBIGene:2770
v4	Q135	9	biolink:interacts_with	NCBIGene:2263	NCBIGene:10818	biolink:interacts_with|NCBIGene:2263|NCBIGene:10818
v4	Q136	9	biolink:interacts_with	NCBIGene:1856	NCBIGene:8324	biolink:interacts_with|NCBIGene:1856|NCBIGene:8324
v4	Q137	9	biolink:gene_associated_with_condition	MONDO:0005301	NCBIGene:3559	biolink:gene_associated_with_condition|MONDO:0005301|NCBIGene:3559
v4	Q138	9	biolink:gene_associated_with_condition	NCBIGene:3553	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:3553|MONDO:0008383
v4	Q139	9	biolink:gene_associated_with_condition	MONDO:0004979	NCBIGene:3596	biolink:gene_associated_with_condition|MONDO:0004979|NCBIGene:3596
v4	Q140	9	biolink:disease_has_basis_in	MONDO:0005148	NCBIGene:6517	biolink:disease_has_basis_in|MONDO:0005148|NCBIGene:6517
v4	Q141	9	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:6934	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:6934
v4	Q143	9	biolink:gene_associated_with_condition	MONDO:0005061	NCBIGene:238	biolink:gene_associated_with_condition|MONDO:0005061|NCBIGene:238
v4	Q144	9	biolink:gene_associated_with_condition	MONDO:0005090	NCBIGene:2903	biolink:gene_associated_with_condition|MONDO:0005090|NCBIGene:2903
v4	Q145	9	biolink:gene_associated_with_condition	MONDO:0005083	NCBIGene:7124	biolink:gene_associated_with_condition|MONDO:0005083|NCBIGene:7124
v4	Q146	9	biolink:gene_associated_with_condition	NCBIGene:3663	MONDO:0007915	biolink:gene_associated_with_condition|NCBIGene:3663|MONDO:0007915
v4	Q154	9	biolink:interacts_with	NCBIGene:5290	NCBIGene:2475	biolink:interacts_with|NCBIGene:5290|NCBIGene:2475
v4	Q156	9	biolink:interacts_with	NCBIGene:673	NCBIGene:5594	biolink:interacts_with|NCBIGene:673|NCBIGene:5594
v4	Q157	9	biolink:interacts_with	NCBIGene:3458	NCBIGene:3716	biolink:interacts_with|NCBIGene:3458|NCBIGene:3716
v4	Q158	9	biolink:physically_interacts_with	NCBIGene:3091	NCBIGene:7422	biolink:physically_interacts_with|NCBIGene:3091|NCBIGene:7422
v4	Q159	9	biolink:interacts_with	NCBIGene:2099	NCBIGene:5290	biolink:interacts_with|NCBIGene:2099|NCBIGene:5290
v4	Q160	9	biolink:interacts_with	NCBIGene:367	NCBIGene:2308	biolink:interacts_with|NCBIGene:367|NCBIGene:2308
v4	Q163	9	biolink:physically_interacts_with	NCBIGene:1636	NCBIGene:185	biolink:physically_interacts_with|NCBIGene:1636|NCBIGene:185
v4	Q1	10	biolink:gene_associated_with_condition	MONDO:0005180	NCBIGene:348	biolink:gene_associated_with_condition|MONDO:0005180|NCBIGene:348
v4	Q2	10	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0005300	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0005300
v4	Q8	10	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0007254	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0007254
v4	Q9	10	biolink:gene_associated_with_condition	NCBIGene:7422	MONDO:0005300	biolink:gene_associated_with_condition|NCBIGene:7422|MONDO:0005300
v4	Q15	10	biolink:gene_associated_with_condition	MONDO:0005010	NCBIGene:3569	biolink:gene_associated_with_condition|MONDO:0005010|NCBIGene:3569
v4	Q21	10	biolink:gene_associated_with_condition	NCBIGene:7422	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:7422|MONDO:0008383
v4	Q25	10	biolink:gene_associated_with_condition	NCBIGene:7157	MONDO:0005233	biolink:gene_associated_with_condition|NCBIGene:7157|MONDO:0005233
v4	Q29	10	biolink:gene_associated_with_condition	MONDO:0005180	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0005180|NCBIGene:1956
v4	Q30	10	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0004979
v4	Q32	10	biolink:gene_associated_with_condition	NCBIGene:7157	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:7157|MONDO:0008383
v4	Q36	10	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:673	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:673
v4	Q40	10	biolink:gene_associated_with_condition	NCBIGene:7422	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:7422|MONDO:0004979
v4	Q44	10	biolink:gene_associated_with_condition	NCBIGene:1636	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:1636|MONDO:0005148
v4	Q48	10	biolink:directly_physically_interacts_with	NCBIGene:7157	CHEBI:15365	biolink:directly_physically_interacts_with|NCBIGene:7157|CHEBI:15365
v4	Q50	10	biolink:gene_associated_with_condition	NCBIGene:1956	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:1956|MONDO:0004979
v4	Q52	10	biolink:gene_associated_with_condition	NCBIGene:348	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:348|MONDO:0005148
v4	Q55	10	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0004975	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0004975
v4	Q71	10	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0005180	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0005180
v4	Q72	10	biolink:disease_has_basis_in	MONDO:0008383	NCBIGene:1956	biolink:disease_has_basis_in|MONDO:0008383|NCBIGene:1956
v4	Q75	10	biolink:gene_associated_with_condition	NCBIGene:348	MONDO:0007254	biolink:gene_associated_with_condition|NCBIGene:348|MONDO:0007254
v4	Q76	10	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:3630	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:3630
v4	Q77	10	biolink:gene_associated_with_condition	MONDO:0005061	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0005061|NCBIGene:1956
v4	Q78	10	biolink:gene_associated_with_condition	NCBIGene:3565	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3565|MONDO:0004979
v4	Q79	10	biolink:gene_associated_with_condition	MONDO:0007915	NCBIGene:6775	biolink:gene_associated_with_condition|MONDO:0007915|NCBIGene:6775
v4	Q81	10	biolink:gene_associated_with_condition	NCBIGene:3952	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:3952|MONDO:0005148
v4	Q82	10	biolink:gene_associated_with_condition	MONDO:0005090	NCBIGene:1813	biolink:gene_associated_with_condition|MONDO:0005090|NCBIGene:1813
v4	Q83	10	biolink:gene_associated_with_condition	MONDO:0005147	NCBIGene:3119	biolink:gene_associated_with_condition|MONDO:0005147|NCBIGene:3119
v4	Q84	10	biolink:gene_associated_with_condition	MONDO:0005083	NCBIGene:3605	biolink:gene_associated_with_condition|MONDO:0005083|NCBIGene:3605
v4	Q85	10	biolink:gene_associated_with_condition	MONDO:0005140	NCBIGene:675	biolink:gene_associated_with_condition|MONDO:0005140|NCBIGene:675
v4	Q88	10	biolink:gene_associated_with_condition	NCBIGene:5979	MONDO:0005089	biolink:gene_associated_with_condition|NCBIGene:5979|MONDO:0005089
v4	Q89	10	biolink:gene_associated_with_condition	MONDO:0005130	NCBIGene:3117	biolink:gene_associated_with_condition|MONDO:0005130|NCBIGene:3117
v4	Q90	10	biolink:gene_associated_with_condition	NCBIGene:4160	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:4160|MONDO:0005148
v4	Q96	10	biolink:gene_associated_with_condition	NCBIGene:775	MONDO:0004985	biolink:gene_associated_with_condition|NCBIGene:775|MONDO:0004985
v4	Q100	10	biolink:interacts_with	NCBIGene:348	NCBIGene:4023	biolink:interacts_with|NCBIGene:348|NCBIGene:4023
v4	Q104	10	biolink:interacts_with	NCBIGene:3091	NCBIGene:2034	biolink:interacts_with|NCBIGene:3091|NCBIGene:2034
v4	Q105	10	biolink:interacts_with	NCBIGene:7099	NCBIGene:4615	biolink:interacts_with|NCBIGene:7099|NCBIGene:4615
v4	Q107	10	biolink:interacts_with	NCBIGene:5562	NCBIGene:2475	biolink:interacts_with|NCBIGene:5562|NCBIGene:2475
v4	Q111	10	biolink:gene_associated_with_condition	NCBIGene:4846	MONDO:0005149	biolink:gene_associated_with_condition|NCBIGene:4846|MONDO:0005149
v4	Q112	10	biolink:interacts_with	NCBIGene:6774	NCBIGene:3572	biolink:interacts_with|NCBIGene:6774|NCBIGene:3572
v4	Q113	10	biolink:physically_interacts_with	NCBIGene:7048	NCBIGene:4092	biolink:physically_interacts_with|NCBIGene:7048|NCBIGene:4092
v4	Q114	10	biolink:interacts_with	NCBIGene:2308	NCBIGene:3643	biolink:interacts_with|NCBIGene:2308|NCBIGene:3643
v4	Q116	10	biolink:physically_interacts_with	NCBIGene:6720	NCBIGene:2194	biolink:physically_interacts_with|NCBIGene:6720|NCBIGene:2194
v4	Q117	10	biolink:interacts_with	NCBIGene:5468	NCBIGene:1149	biolink:interacts_with|NCBIGene:5468|NCBIGene:1149
v4	Q118	10	biolink:interacts_with	NCBIGene:6927	NCBIGene:3172	biolink:interacts_with|NCBIGene:6927|NCBIGene:3172
v4	Q123	10	biolink:interacts_with	NCBIGene:489	NCBIGene:5350	biolink:interacts_with|NCBIGene:489|NCBIGene:5350
v4	Q125	10	biolink:interacts_with	NCBIGene:6331	NCBIGene:287	biolink:interacts_with|NCBIGene:6331|NCBIGene:287
v4	Q126	10	biolink:interacts_with	NCBIGene:3757	NCBIGene:783	biolink:interacts_with|NCBIGene:3757|NCBIGene:783
v4	Q127	10	biolink:physically_interacts_with	NCBIGene:2554	NCBIGene:2561	biolink:physically_interacts_with|NCBIGene:2554|NCBIGene:2561
v4	Q132	10	biolink:directly_physically_interacts_with	NCBIGene:1268	NCBIGene:2775	biolink:directly_physically_interacts_with|NCBIGene:1268|NCBIGene:2775
v4	Q133	10	biolink:interacts_with	NCBIGene:148	NCBIGene:2767	biolink:interacts_with|NCBIGene:148|NCBIGene:2767
v4	Q134	10	biolink:interacts_with	NCBIGene:1129	NCBIGene:2770	biolink:interacts_with|NCBIGene:1129|NCBIGene:2770
v4	Q136	10	biolink:interacts_with	NCBIGene:1856	NCBIGene:8324	biolink:interacts_with|NCBIGene:1856|NCBIGene:8324
v4	Q137	10	biolink:gene_associated_with_condition	MONDO:0005301	NCBIGene:3559	biolink:gene_associated_with_condition|MONDO:0005301|NCBIGene:3559
v4	Q138	10	biolink:gene_associated_with_condition	NCBIGene:3553	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:3553|MONDO:0008383
v4	Q139	10	biolink:gene_associated_with_condition	NCBIGene:3596	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3596|MONDO:0004979
v4	Q140	10	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:6517	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:6517
v4	Q141	10	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:6934	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:6934
v4	Q143	10	biolink:gene_associated_with_condition	MONDO:0005061	NCBIGene:238	biolink:gene_associated_with_condition|MONDO:0005061|NCBIGene:238
v4	Q144	10	biolink:gene_associated_with_condition	NCBIGene:2903	MONDO:0005090	biolink:gene_associated_with_condition|NCBIGene:2903|MONDO:0005090
v4	Q145	10	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0005083	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0005083
v4	Q146	10	biolink:gene_associated_with_condition	NCBIGene:3663	MONDO:0007915	biolink:gene_associated_with_condition|NCBIGene:3663|MONDO:0007915
v4	Q154	10	biolink:interacts_with	NCBIGene:5290	NCBIGene:2475	biolink:interacts_with|NCBIGene:5290|NCBIGene:2475
v4	Q156	10	biolink:interacts_with	NCBIGene:673	NCBIGene:5594	biolink:interacts_with|NCBIGene:673|NCBIGene:5594
v4	Q157	10	biolink:interacts_with	NCBIGene:3458	NCBIGene:3716	biolink:interacts_with|NCBIGene:3458|NCBIGene:3716
v4	Q158	10	biolink:interacts_with	NCBIGene:3091	NCBIGene:7422	biolink:interacts_with|NCBIGene:3091|NCBIGene:7422
v4	Q160	10	biolink:directly_physically_interacts_with	NCBIGene:367	NCBIGene:2308	biolink:directly_physically_interacts_with|NCBIGene:367|NCBIGene:2308
v4	Q1	11	biolink:gene_associated_with_condition	MONDO:0005180	NCBIGene:348	biolink:gene_associated_with_condition|MONDO:0005180|NCBIGene:348
v4	Q2	11	biolink:gene_associated_with_condition	MONDO:0005300	NCBIGene:3569	biolink:gene_associated_with_condition|MONDO:0005300|NCBIGene:3569
v4	Q8	11	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0007254	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0007254
v4	Q9	11	biolink:gene_associated_with_condition	MONDO:0005300	NCBIGene:7422	biolink:gene_associated_with_condition|MONDO:0005300|NCBIGene:7422
v4	Q15	11	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0005010	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0005010
v4	Q21	11	biolink:gene_associated_with_condition	NCBIGene:7422	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:7422|MONDO:0008383
v4	Q25	11	biolink:gene_associated_with_condition	NCBIGene:7157	MONDO:0005233	biolink:gene_associated_with_condition|NCBIGene:7157|MONDO:0005233
v4	Q29	11	biolink:gene_associated_with_condition	MONDO:0005180	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0005180|NCBIGene:1956
v4	Q30	11	biolink:gene_associated_with_condition	NCBIGene:3569	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3569|MONDO:0004979
v4	Q32	11	biolink:gene_associated_with_condition	NCBIGene:7157	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:7157|MONDO:0008383
v4	Q36	11	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:673	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:673
v4	Q40	11	biolink:gene_associated_with_condition	NCBIGene:7422	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:7422|MONDO:0004979
v4	Q44	11	biolink:gene_associated_with_condition	NCBIGene:1636	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:1636|MONDO:0005148
v4	Q50	11	biolink:gene_associated_with_condition	MONDO:0004979	NCBIGene:1956	biolink:gene_associated_with_condition|MONDO:0004979|NCBIGene:1956
v4	Q52	11	biolink:gene_associated_with_condition	NCBIGene:348	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:348|MONDO:0005148
v4	Q55	11	biolink:gene_associated_with_condition	MONDO:0004975	NCBIGene:7124	biolink:gene_associated_with_condition|MONDO:0004975|NCBIGene:7124
v4	Q71	11	biolink:gene_associated_with_condition	NCBIGene:7124	MONDO:0005180	biolink:gene_associated_with_condition|NCBIGene:7124|MONDO:0005180
v4	Q72	11	biolink:gene_associated_with_condition	NCBIGene:1956	MONDO:0008383	biolink:gene_associated_with_condition|NCBIGene:1956|MONDO:0008383
v4	Q75	11	biolink:gene_associated_with_condition	NCBIGene:348	MONDO:0007254	biolink:gene_associated_with_condition|NCBIGene:348|MONDO:0007254
v4	Q76	11	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:3630	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:3630
v4	Q77	11	biolink:gene_associated_with_condition	NCBIGene:1956	MONDO:0005061	biolink:gene_associated_with_condition|NCBIGene:1956|MONDO:0005061
v4	Q78	11	biolink:gene_associated_with_condition	NCBIGene:3565	MONDO:0004979	biolink:gene_associated_with_condition|NCBIGene:3565|MONDO:0004979
v4	Q79	11	biolink:gene_associated_with_condition	NCBIGene:6775	MONDO:0007915	biolink:gene_associated_with_condition|NCBIGene:6775|MONDO:0007915
v4	Q81	11	biolink:gene_associated_with_condition	MONDO:0005148	NCBIGene:3952	biolink:gene_associated_with_condition|MONDO:0005148|NCBIGene:3952
v4	Q82	11	biolink:gene_associated_with_condition	MONDO:0005090	NCBIGene:1813	biolink:gene_associated_with_condition|MONDO:0005090|NCBIGene:1813
v4	Q84	11	biolink:gene_associated_with_condition	NCBIGene:3605	MONDO:0005083	biolink:gene_associated_with_condition|NCBIGene:3605|MONDO:0005083
v4	Q85	11	biolink:gene_associated_with_condition	MONDO:0005140	NCBIGene:675	biolink:gene_associated_with_condition|MONDO:0005140|NCBIGene:675
v4	Q88	11	biolink:gene_associated_with_condition	NCBIGene:5979	MONDO:0005089	biolink:gene_associated_with_condition|NCBIGene:5979|MONDO:0005089
v4	Q89	11	biolink:gene_associated_with_condition	MONDO:0005130	NCBIGene:3117	biolink:gene_associated_with_condition|MONDO:0005130|NCBIGene:3117
v4	Q90	11	biolink:gene_associated_with_condition	NCBIGene:4160	MONDO:0005148	biolink:gene_associated_with_condition|NCBIGene:4160|MONDO:0005148
v4	Q96	11	biolink:gene_associated_with_condition	NCBIGene:775	MONDO:0004985	biolink:gene_associated_with_condition|NCBIGene:775|MONDO:0004985
v4	Q98	11	biolink:gene_associated_with_condition	NCBIGene:51284	MONDO:0005812	biolink:gene_associated_with_condition|NCBIGene:51284|MONDO:0005812
