question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance	key_exact
Q146	e0	e_4	NCBIGene:3663	biolink:genetically_associated_with	MONDO:0007915	IRF5	EXCESS LMW-DNA	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q146||NCBIGene:3663||biolink:genetically_associated_with||MONDO:0007915
Q147	e0	e_1	CHEBI:6801	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005148	Metformin	type 2 diabetes mellitus	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q147||CHEBI:6801||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005148
Q147	e0	e_3	CHEBI:6801	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005148	Metformin	type 2 diabetes mellitus	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q147||CHEBI:6801||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005148
Q147	e0	e_5	CHEBI:6801	biolink:treats	MONDO:0005148	Metformin	type 2 diabetes mellitus	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q147||CHEBI:6801||biolink:treats||MONDO:0005148
Q147	e0	e_6	CHEBI:6801	biolink:treats	MONDO:0005148	Metformin	type 2 diabetes mellitus	infores:drugcentral(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q147||CHEBI:6801||biolink:treats||MONDO:0005148
Q148	e0	e_1	CHEBI:49668	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005061	Gefitinib	lung adenocarcinoma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q148||CHEBI:49668||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005061
Q148	e0	e_3	CHEBI:49668	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005061	Gefitinib	lung adenocarcinoma	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q148||CHEBI:49668||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005061
Q149	e0	e_2	CHEBI:44185	biolink:affects	NCBIGene:7124	Methotrexate	TNF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q149||CHEBI:44185||biolink:affects||NCBIGene:7124
Q149	e0	e_3	CHEBI:44185	biolink:affects	NCBIGene:7124	Methotrexate	TNF	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q149||CHEBI:44185||biolink:affects||NCBIGene:7124
Q149	e0	e_4	CHEBI:44185	biolink:affects	NCBIGene:7124	Methotrexate	TNF	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q149||CHEBI:44185||biolink:affects||NCBIGene:7124
Q149	e0	e_5	CHEBI:44185	biolink:affects	NCBIGene:7124	Methotrexate	TNF	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q149||CHEBI:44185||biolink:affects||NCBIGene:7124
Q149	e0	e_6	CHEBI:44185	biolink:affects	NCBIGene:7124	Methotrexate	TNF	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q149||CHEBI:44185||biolink:affects||NCBIGene:7124
Q15	e0	e_2	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0005010	IL6	coronary artery disorder	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q15||NCBIGene:3569||biolink:genetically_associated_with||MONDO:0005010
Q15	e0	e_3	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0005010	IL6	coronary artery disorder	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q15||NCBIGene:3569||biolink:genetically_associated_with||MONDO:0005010
Q150	e0	e_1	CHEBI:3766	biolink:affects	NCBIGene:1813	Clozapine	DRD2	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q150||CHEBI:3766||biolink:affects||NCBIGene:1813
Q150	e0	e_2	CHEBI:3766	biolink:affects	NCBIGene:1813	Clozapine	DRD2	infores:gtopdb(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q150||CHEBI:3766||biolink:affects||NCBIGene:1813
Q150	e0	e_3	CHEBI:3766	biolink:affects	NCBIGene:1813	Clozapine	DRD2	infores:pharos(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q150||CHEBI:3766||biolink:affects||NCBIGene:1813
Q150	e0	e_4	CHEBI:3766	biolink:affects	NCBIGene:1813	Clozapine	DRD2	infores:drugcentral(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q150||CHEBI:3766||biolink:affects||NCBIGene:1813
Q150	e0	e_5	CHEBI:3766	biolink:affects	NCBIGene:1813	Clozapine	DRD2	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q150||CHEBI:3766||biolink:affects||NCBIGene:1813
Q156	e0	e_2	NCBIGene:5594	biolink:affects	NCBIGene:673	MAPK1	BRAF	infores:epsd(primary_knowledge_source);infores:kinace(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:affects||NCBIGene:673
Q156	e0	e_3	NCBIGene:5594	biolink:affects	NCBIGene:673	MAPK1	BRAF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:affects||NCBIGene:673
Q156	e0	e_4	NCBIGene:5594	biolink:affects	NCBIGene:673	MAPK1	BRAF	infores:psite-plus(primary_knowledge_source);infores:kinace(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:affects||NCBIGene:673
Q156	e0	e_5	NCBIGene:5594	biolink:regulates	NCBIGene:673	MAPK1	BRAF	infores:signor(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:regulates||NCBIGene:673
Q156	e0	e_6	NCBIGene:5594	biolink:regulates	NCBIGene:673	MAPK1	BRAF	infores:signor(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:regulates||NCBIGene:673
Q156	e0	e_7	NCBIGene:5594	biolink:related_to	NCBIGene:673	MAPK1	BRAF	infores:signor(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:related_to||NCBIGene:673
Q156	e0	e_8	NCBIGene:5594	biolink:related_to	NCBIGene:673	MAPK1	BRAF	infores:signor(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q156||NCBIGene:5594||biolink:related_to||NCBIGene:673
Q157	e0	e_1	NCBIGene:3458	biolink:affects	NCBIGene:3716	IFNG	JAK1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q157||NCBIGene:3458||biolink:affects||NCBIGene:3716
Q157	e0	e_2	NCBIGene:3458	biolink:affects	NCBIGene:3716	IFNG	JAK1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q157||NCBIGene:3458||biolink:affects||NCBIGene:3716
Q158	e0	e_2	NCBIGene:7422	biolink:affects	NCBIGene:3091	VEGFA	HIF1A	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q158||NCBIGene:7422||biolink:affects||NCBIGene:3091
Q158	e0	e_3	NCBIGene:7422	biolink:affects	NCBIGene:3091	VEGFA	HIF1A	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q158||NCBIGene:7422||biolink:affects||NCBIGene:3091
Q161	e0	e_1	NCBIGene:5468	biolink:affects	NCBIGene:9370	PPARG	ADIPOQ	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q161||NCBIGene:5468||biolink:affects||NCBIGene:9370
Q161	e0	e_2	NCBIGene:5468	biolink:affects	NCBIGene:9370	PPARG	ADIPOQ	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q161||NCBIGene:5468||biolink:affects||NCBIGene:9370
Q163	e0	e_1	NCBIGene:1636	biolink:affects	NCBIGene:185	ACE	AGTR1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q163||NCBIGene:1636||biolink:affects||NCBIGene:185
Q163	e0	e_2	NCBIGene:1636	biolink:affects	NCBIGene:185	ACE	AGTR1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q163||NCBIGene:1636||biolink:affects||NCBIGene:185
Q163	e0	e_3	NCBIGene:185	biolink:affects	NCBIGene:1636	AGTR1	ACE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q163||NCBIGene:185||biolink:affects||NCBIGene:1636
Q163	e0	e_4	NCBIGene:185	biolink:affects	NCBIGene:1636	AGTR1	ACE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q163||NCBIGene:185||biolink:affects||NCBIGene:1636
Q21	e0	e_2	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0008383	VEGFA	rheumatoid arthritis	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q21||NCBIGene:7422||biolink:genetically_associated_with||MONDO:0008383
Q21	e0	e_3	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0008383	VEGFA	rheumatoid arthritis	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q21||NCBIGene:7422||biolink:genetically_associated_with||MONDO:0008383
Q21	e0	e_4	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0008383	VEGFA	rheumatoid arthritis	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q21||NCBIGene:7422||biolink:genetically_associated_with||MONDO:0008383
Q25	e0	uuid:1d886652-198e-11f0-be82-6045bdb3d4c0_e_6	MONDO:0005233	biolink:has_phenotype	MONDO:0005061	non-small cell lung carcinoma	lung adenocarcinoma	infores:automat-robokop(primary_knowledge_source)	Q25||MONDO:0005233||biolink:has_phenotype||MONDO:0005061
Q25	e0	uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0_e_6	MONDO:0005233	biolink:has_phenotype	MONDO:0005061	non-small cell lung carcinoma	lung adenocarcinoma	infores:automat-robokop(primary_knowledge_source)	Q25||MONDO:0005233||biolink:has_phenotype||MONDO:0005061
Q25	e0	e_3	NCBIGene:7157	biolink:genetically_associated_with	MONDO:0005233	TP53	non-small cell lung carcinoma	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q25||NCBIGene:7157||biolink:genetically_associated_with||MONDO:0005233
Q25	e0	e_4	NCBIGene:7157	biolink:genetically_associated_with	MONDO:0005233	TP53	non-small cell lung carcinoma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q25||NCBIGene:7157||biolink:genetically_associated_with||MONDO:0005233
Q25	e0	e_5	NCBIGene:7157	biolink:genetically_associated_with	MONDO:0005233	TP53	non-small cell lung carcinoma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q25||NCBIGene:7157||biolink:genetically_associated_with||MONDO:0005233
Q25	e0	uuid:1d886652-198e-11f0-be82-6045bdb3d4c0	NCBIGene:7157	biolink:has_phenotype	MONDO:0005061	TP53	lung adenocarcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q25||NCBIGene:7157||biolink:has_phenotype||MONDO:0005061
Q25	e0	uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0	NCBIGene:7157	biolink:has_phenotype	MONDO:0005061	TP53	lung adenocarcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q25||NCBIGene:7157||biolink:has_phenotype||MONDO:0005061
Q31	e0	e_1	CHEBI:41879	biolink:affects	NCBIGene:7422	Dexamethasone	VEGFA	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q31||CHEBI:41879||biolink:affects||NCBIGene:7422
Q31	e0	e_2	CHEBI:41879	biolink:affects	NCBIGene:7422	Dexamethasone	VEGFA	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q31||CHEBI:41879||biolink:affects||NCBIGene:7422
Q36	e0	e_2	NCBIGene:673	biolink:genetically_associated_with	MONDO:0005148	BRAF	type 2 diabetes mellitus	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q36||NCBIGene:673||biolink:genetically_associated_with||MONDO:0005148
Q36	e0	e_3	NCBIGene:673	biolink:genetically_associated_with	MONDO:0005148	BRAF	type 2 diabetes mellitus	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q36||NCBIGene:673||biolink:genetically_associated_with||MONDO:0005148
Q38	e0	e_1	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q38||CHEBI:41879||biolink:affects||NCBIGene:7157
Q38	e0	e_2	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q38||CHEBI:41879||biolink:affects||NCBIGene:7157
Q38	e0	e_3	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q38||CHEBI:41879||biolink:affects||NCBIGene:7157
Q38	e0	e_4	CHEBI:41879	biolink:affects	NCBIGene:7157	Dexamethasone	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q38||CHEBI:41879||biolink:affects||NCBIGene:7157
Q4	e0	e_1	CHEBI:3756	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Clonazepam	Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q4||CHEBI:3756||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005180
Q4	e0	e_2	CHEBI:3756	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Clonazepam	Parkinson disease	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q4||CHEBI:3756||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005180
Q40	e0	e_2	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0004979	VEGFA	asthma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q40||NCBIGene:7422||biolink:genetically_associated_with||MONDO:0004979
Q40	e0	e_3	NCBIGene:7422	biolink:genetically_associated_with	MONDO:0004979	VEGFA	asthma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q40||NCBIGene:7422||biolink:genetically_associated_with||MONDO:0004979
Q42	e0	e_1	CHEBI:5855	biolink:affects	NCBIGene:7422	Ibuprofen	VEGFA	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q42||CHEBI:5855||biolink:affects||NCBIGene:7422
Q42	e0	e_2	CHEBI:5855	biolink:affects	NCBIGene:7422	Ibuprofen	VEGFA	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q42||CHEBI:5855||biolink:affects||NCBIGene:7422
Q48	e0	e_1	CHEBI:15365	biolink:affects	NCBIGene:7157	Aspirin	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q48||CHEBI:15365||biolink:affects||NCBIGene:7157
Q48	e0	e_2	CHEBI:15365	biolink:affects	NCBIGene:7157	Aspirin	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q48||CHEBI:15365||biolink:affects||NCBIGene:7157
Q51	e0	e_1	CHEBI:10033	biolink:affects	NCBIGene:3569	Warfarin	IL6	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q51||CHEBI:10033||biolink:affects||NCBIGene:3569
Q51	e0	e_2	CHEBI:10033	biolink:affects	NCBIGene:3569	Warfarin	IL6	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q51||CHEBI:10033||biolink:affects||NCBIGene:3569
Q54	e0	e_1	CHEBI:15365	biolink:affects	NCBIGene:348	Aspirin	APOE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q54||CHEBI:15365||biolink:affects||NCBIGene:348
Q54	e0	e_2	CHEBI:15365	biolink:affects	NCBIGene:348	Aspirin	APOE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q54||CHEBI:15365||biolink:affects||NCBIGene:348
Q55	e0	e_2	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0004975	TNF	Alzheimer disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q55||NCBIGene:7124||biolink:genetically_associated_with||MONDO:0004975
Q55	e0	e_3	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0004975	TNF	Alzheimer disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q55||NCBIGene:7124||biolink:genetically_associated_with||MONDO:0004975
Q55	e0	e_5	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0004975	TNF	Alzheimer disease	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q55||NCBIGene:7124||biolink:genetically_associated_with||MONDO:0004975
Q57	e0	e_1	CHEBI:6801	biolink:affects	NCBIGene:672	Metformin	BRCA1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q57||CHEBI:6801||biolink:affects||NCBIGene:672
Q57	e0	e_2	CHEBI:6801	biolink:affects	NCBIGene:672	Metformin	BRCA1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q57||CHEBI:6801||biolink:affects||NCBIGene:672
Q60	e0	e_1	CHEBI:5855	biolink:contributes_to	MONDO:0004979	Ibuprofen	asthma	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q60||CHEBI:5855||biolink:contributes_to||MONDO:0004979
Q60	e0	e_2	CHEBI:5855	biolink:contributes_to	MONDO:0004979	Ibuprofen	asthma	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q60||CHEBI:5855||biolink:contributes_to||MONDO:0004979
Q62	e0	e_1	CHEBI:41879	biolink:affects	NCBIGene:1636	Dexamethasone	ACE	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q62||CHEBI:41879||biolink:affects||NCBIGene:1636
Q62	e0	e_2	CHEBI:41879	biolink:affects	NCBIGene:1636	Dexamethasone	ACE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q62||CHEBI:41879||biolink:affects||NCBIGene:1636
Q62	e0	e_3	CHEBI:41879	biolink:affects	NCBIGene:1636	Dexamethasone	ACE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q62||CHEBI:41879||biolink:affects||NCBIGene:1636
Q63	e0	e_1	CHEBI:5855	biolink:affects	NCBIGene:348	Ibuprofen	APOE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q63||CHEBI:5855||biolink:affects||NCBIGene:348
Q63	e0	e_2	CHEBI:5855	biolink:affects	NCBIGene:348	Ibuprofen	APOE	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q63||CHEBI:5855||biolink:affects||NCBIGene:348
Q67	e0	e_1	CHEBI:15365	biolink:affects	NCBIGene:3569	Aspirin	IL6	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q67||CHEBI:15365||biolink:affects||NCBIGene:3569
Q67	e0	e_2	CHEBI:15365	biolink:affects	NCBIGene:3569	Aspirin	IL6	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q67||CHEBI:15365||biolink:affects||NCBIGene:3569
Q68	e0	e_1	CHEBI:41774	biolink:affects	NCBIGene:7157	Tamoxifen	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q68||CHEBI:41774||biolink:affects||NCBIGene:7157
Q68	e0	e_2	CHEBI:41774	biolink:affects	NCBIGene:7157	Tamoxifen	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q68||CHEBI:41774||biolink:affects||NCBIGene:7157
Q68	e0	e_3	CHEBI:41774	biolink:affects	NCBIGene:7157	Tamoxifen	TP53	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q68||CHEBI:41774||biolink:affects||NCBIGene:7157
Q68	e0	e_4	CHEBI:41774	biolink:affects	NCBIGene:7157	Tamoxifen	TP53	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q68||CHEBI:41774||biolink:affects||NCBIGene:7157
Q69	e0	e_1	CHEBI:27899	biolink:affects	NCBIGene:3569	Cisplatin	IL6	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q69||CHEBI:27899||biolink:affects||NCBIGene:3569
Q69	e0	e_2	CHEBI:27899	biolink:affects	NCBIGene:3569	Cisplatin	IL6	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q69||CHEBI:27899||biolink:affects||NCBIGene:3569
Q69	e0	e_3	CHEBI:27899	biolink:affects	NCBIGene:3569	Cisplatin	IL6	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q69||CHEBI:27899||biolink:affects||NCBIGene:3569
Q71	e0	e_2	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0005180	TNF	Parkinson disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q71||NCBIGene:7124||biolink:genetically_associated_with||MONDO:0005180
Q71	e0	e_3	NCBIGene:7124	biolink:genetically_associated_with	MONDO:0005180	TNF	Parkinson disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q71||NCBIGene:7124||biolink:genetically_associated_with||MONDO:0005180
Q74	e0	e_1	CHEBI:15365	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Aspirin	Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q74||CHEBI:15365||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005180
Q74	e0	e_2	CHEBI:15365	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Aspirin	Parkinson disease	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q74||CHEBI:15365||biolink:treats_or_applied_or_studied_to_treat||MONDO:0005180
Q76	e0	e_2	NCBIGene:3630	biolink:genetically_associated_with	MONDO:0005148	INS	type 2 diabetes mellitus	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q76||NCBIGene:3630||biolink:genetically_associated_with||MONDO:0005148
Q76	e0	e_3	NCBIGene:3630	biolink:genetically_associated_with	MONDO:0005148	INS	type 2 diabetes mellitus	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q76||NCBIGene:3630||biolink:genetically_associated_with||MONDO:0005148
Q76	e0	e_4	NCBIGene:3630	biolink:genetically_associated_with	MONDO:0005148	INS	type 2 diabetes mellitus	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q76||NCBIGene:3630||biolink:genetically_associated_with||MONDO:0005148
Q76	e0	e_5	NCBIGene:3630	biolink:genetically_associated_with	MONDO:0005148	INS	type 2 diabetes mellitus	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q76||NCBIGene:3630||biolink:genetically_associated_with||MONDO:0005148
Q77	e0	e_3	NCBIGene:1956	biolink:genetically_associated_with	MONDO:0005061	EGFR	lung adenocarcinoma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q77||NCBIGene:1956||biolink:genetically_associated_with||MONDO:0005061
Q77	e0	e_4	NCBIGene:1956	biolink:genetically_associated_with	MONDO:0005061	EGFR	lung adenocarcinoma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q77||NCBIGene:1956||biolink:genetically_associated_with||MONDO:0005061
Q78	e0	e_2	NCBIGene:3565	biolink:genetically_associated_with	MONDO:0004979	IL4	asthma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)	Q78||NCBIGene:3565||biolink:genetically_associated_with||MONDO:0004979
